ModeOfTransport,Name,Type,Month,Year,NumberOfTrips
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,May,2017,121
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,May,2018,78
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Jun,2017,88
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Jun,2018,63
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Jul,2017,83
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Jul,2018,78
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Aug,2016,173
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Aug,2017,119
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Aug,2018,85
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Sep,2016,129
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Sep,2017,101
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Sep,2018,46
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Oct,2016,96
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Oct,2017,116
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Oct,2018,58
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Nov,2016,124
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Nov,2017,98
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Nov,2018,61
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Dec,2016,124
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Dec,2017,106
Bus,Outer Sydney Metro Contract 9,Adult Single Bus Trip 3,Dec,2018,52
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jan,2017,"1,278"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jan,2018,"1,575"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jan,2019,"1,731"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Feb,2017,"1,485"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Feb,2018,"1,885"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Feb,2019,"1,763"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Mar,2017,"1,662"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Mar,2018,"1,961"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Apr,2017,"1,484"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Apr,2018,"1,651"
Bus,Outer Sydney Metro Contract 9,Child/Youth,May,2017,"1,657"
Bus,Outer Sydney Metro Contract 9,Child/Youth,May,2018,"1,883"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jun,2017,"1,687"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jun,2018,"1,683"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jul,2016,"1,053"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jul,2017,"1,574"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Jul,2018,"1,692"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Aug,2016,"1,226"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Aug,2017,"1,925"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Aug,2018,"1,747"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Sep,2016,"1,180"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Sep,2017,"1,801"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Sep,2018,"1,772"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Oct,2016,"1,349"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Oct,2017,"1,834"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Oct,2018,"1,724"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Nov,2016,"1,239"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Nov,2017,"1,866"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Nov,2018,"1,628"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Dec,2016,"1,175"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Dec,2017,"1,585"
Bus,Outer Sydney Metro Contract 9,Child/Youth,Dec,2018,"1,584"
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Jan,2017,111
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Jan,2018,79
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Jan,2019,99
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Feb,2017,65
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Feb,2018,90
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Feb,2019,45
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Mar,2017,137
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Mar,2018,132
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Apr,2017,90
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Apr,2018,145
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,May,2017,111
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,May,2018,69
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Jun,2017,165
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Jun,2018,39
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Jul,2017,103
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Jul,2018,72
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Aug,2016,137
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Aug,2017,142
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Aug,2018,52
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Sep,2016,112
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Sep,2017,102
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Sep,2018,49
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Oct,2016,142
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Oct,2017,95
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Oct,2018,85
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Nov,2016,111
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Nov,2017,82
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Nov,2018,42
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Dec,2016,109
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Dec,2017,86
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 1,Dec,2018,61
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Jan,2017,34
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Jan,2018,53
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Jan,2019,43
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Feb,2017,17
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Feb,2018,14
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Feb,2019,9
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Mar,2017,11
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Mar,2018,9
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Apr,2017,38
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Apr,2018,37
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,May,2017,15
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,May,2018,18
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Jun,2017,23
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Jun,2018,14
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Jul,2017,66
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Jul,2018,29
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Aug,2016,24
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Aug,2017,18
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Aug,2018,12
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Sep,2016,32
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Sep,2017,26
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Sep,2018,11
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Oct,2016,39
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Oct,2017,25
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Oct,2018,26
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Nov,2016,5
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Nov,2017,14
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Nov,2018,9
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Dec,2016,52
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Dec,2017,37
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 2,Dec,2018,18
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Jan,2017,39
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Jan,2018,35
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Jan,2019,47
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Feb,2017,19
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Feb,2018,9
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Feb,2019,19
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Mar,2017,21
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Mar,2018,14
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Apr,2017,45
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Apr,2018,36
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,May,2017,23
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,May,2018,10
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Jun,2017,19
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Jun,2018,8
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Jul,2017,32
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Jul,2018,25
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Aug,2016,39
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Aug,2017,20
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Aug,2018,16
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Sep,2016,49
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Sep,2017,25
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Sep,2018,18
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Oct,2016,31
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Oct,2017,18
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Oct,2018,26
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Nov,2016,25
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Nov,2017,20
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Nov,2018,10
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Dec,2016,29
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Dec,2017,59
Bus,Outer Sydney Metro Contract 9,Child/Youth Single Bus Trip 3,Dec,2018,24
Bus,Outer Sydney Metro Contract 9,Concession,Jan,2017,336
Bus,Outer Sydney Metro Contract 9,Concession,Jan,2018,378
Bus,Outer Sydney Metro Contract 9,Concession,Jan,2019,404
Bus,Outer Sydney Metro Contract 9,Concession,Feb,2017,419
Bus,Outer Sydney Metro Contract 9,Concession,Feb,2018,430
Bus,Outer Sydney Metro Contract 9,Concession,Feb,2019,440
Bus,Outer Sydney Metro Contract 9,Concession,Mar,2017,650
Bus,Outer Sydney Metro Contract 9,Concession,Mar,2018,638
Bus,Outer Sydney Metro Contract 9,Concession,Apr,2017,532
Bus,Outer Sydney Metro Contract 9,Concession,Apr,2018,522
Bus,Outer Sydney Metro Contract 9,Concession,May,2017,690
Bus,Outer Sydney Metro Contract 9,Concession,May,2018,705
Bus,Outer Sydney Metro Contract 9,Concession,Jun,2017,491
Bus,Outer Sydney Metro Contract 9,Concession,Jun,2018,489
Bus,Outer Sydney Metro Contract 9,Concession,Jul,2016,"1,046"
Bus,Outer Sydney Metro Contract 9,Concession,Jul,2017,481
Bus,Outer Sydney Metro Contract 9,Concession,Jul,2018,465
Bus,Outer Sydney Metro Contract 9,Concession,Aug,2016,540
Bus,Outer Sydney Metro Contract 9,Concession,Aug,2017,553
Bus,Outer Sydney Metro Contract 9,Concession,Aug,2018,662
Bus,Outer Sydney Metro Contract 9,Concession,Sep,2016,516
Bus,Outer Sydney Metro Contract 9,Concession,Sep,2017,499
Bus,Outer Sydney Metro Contract 9,Concession,Sep,2018,586
Bus,Outer Sydney Metro Contract 9,Concession,Oct,2016,602
Bus,Outer Sydney Metro Contract 9,Concession,Oct,2017,511
Bus,Outer Sydney Metro Contract 9,Concession,Oct,2018,456
Bus,Outer Sydney Metro Contract 9,Concession,Nov,2016,561
Bus,Outer Sydney Metro Contract 9,Concession,Nov,2017,520
Bus,Outer Sydney Metro Contract 9,Concession,Nov,2018,487
Bus,Outer Sydney Metro Contract 9,Concession,Dec,2016,445
Bus,Outer Sydney Metro Contract 9,Concession,Dec,2017,392
Bus,Outer Sydney Metro Contract 9,Concession,Dec,2018,404
Bus,Outer Sydney Metro Contract 9,Employee,Jan,2019,55
Bus,Outer Sydney Metro Contract 9,Employee,Feb,2019,47
Bus,Outer Sydney Metro Contract 9,Employee,Aug,2018,34
Bus,Outer Sydney Metro Contract 9,Employee,Sep,2018,52
Bus,Outer Sydney Metro Contract 9,Employee,Oct,2018,57
Bus,Outer Sydney Metro Contract 9,Employee,Nov,2018,61
Bus,Outer Sydney Metro Contract 9,Employee,Dec,2018,56
Bus,Outer Sydney Metro Contract 9,Free Travel,Jan,2017,62
Bus,Outer Sydney Metro Contract 9,Free Travel,Jan,2018,84
Bus,Outer Sydney Metro Contract 9,Free Travel,Jan,2019,102
Bus,Outer Sydney Metro Contract 9,Free Travel,Feb,2017,68
Bus,Outer Sydney Metro Contract 9,Free Travel,Feb,2018,72
Bus,Outer Sydney Metro Contract 9,Free Travel,Feb,2019,104
Bus,Outer Sydney Metro Contract 9,Free Travel,Mar,2017,80
Bus,Outer Sydney Metro Contract 9,Free Travel,Mar,2018,58
Bus,Outer Sydney Metro Contract 9,Free Travel,Apr,2017,64
Bus,Outer Sydney Metro Contract 9,Free Travel,Apr,2018,72
Bus,Outer Sydney Metro Contract 9,Free Travel,May,2017,94
Bus,Outer Sydney Metro Contract 9,Free Travel,May,2018,83
Bus,Outer Sydney Metro Contract 9,Free Travel,Jun,2017,68
Bus,Outer Sydney Metro Contract 9,Free Travel,Jun,2018,74
Bus,Outer Sydney Metro Contract 9,Free Travel,Jul,2016,31
Bus,Outer Sydney Metro Contract 9,Free Travel,Jul,2017,98
Bus,Outer Sydney Metro Contract 9,Free Travel,Jul,2018,77
Bus,Outer Sydney Metro Contract 9,Free Travel,Aug,2016,47
Bus,Outer Sydney Metro Contract 9,Free Travel,Aug,2017,116
Bus,Outer Sydney Metro Contract 9,Free Travel,Aug,2018,79
Bus,Outer Sydney Metro Contract 9,Free Travel,Sep,2016,53
Bus,Outer Sydney Metro Contract 9,Free Travel,Sep,2017,97
Bus,Outer Sydney Metro Contract 9,Free Travel,Sep,2018,48
Bus,Outer Sydney Metro Contract 9,Free Travel,Oct,2016,41
Bus,Outer Sydney Metro Contract 9,Free Travel,Oct,2017,111
Bus,Outer Sydney Metro Contract 9,Free Travel,Oct,2018,73
Bus,Outer Sydney Metro Contract 9,Free Travel,Nov,2016,52
Bus,Outer Sydney Metro Contract 9,Free Travel,Nov,2017,119
Bus,Outer Sydney Metro Contract 9,Free Travel,Nov,2018,110
Bus,Outer Sydney Metro Contract 9,Free Travel,Dec,2016,46
Bus,Outer Sydney Metro Contract 9,Free Travel,Dec,2017,76
Bus,Outer Sydney Metro Contract 9,Free Travel,Dec,2018,66
Bus,Outer Sydney Metro Contract 9,School Student,Jan,2017,"1,314"
Bus,Outer Sydney Metro Contract 9,School Student,Jan,2018,"1,379"
Bus,Outer Sydney Metro Contract 9,School Student,Jan,2019,"1,289"
Bus,Outer Sydney Metro Contract 9,School Student,Feb,2017,"17,150"
Bus,Outer Sydney Metro Contract 9,School Student,Feb,2018,"18,127"
Bus,Outer Sydney Metro Contract 9,School Student,Feb,2019,"18,814"
Bus,Outer Sydney Metro Contract 9,School Student,Mar,2017,"22,320"
Bus,Outer Sydney Metro Contract 9,School Student,Mar,2018,"21,174"
Bus,Outer Sydney Metro Contract 9,School Student,Apr,2017,"7,821"
Bus,Outer Sydney Metro Contract 9,School Student,Apr,2018,"9,502"
Bus,Outer Sydney Metro Contract 9,School Student,May,2017,"21,424"
Bus,Outer Sydney Metro Contract 9,School Student,May,2018,"23,135"
Bus,Outer Sydney Metro Contract 9,School Student,Jun,2017,"17,768"
Bus,Outer Sydney Metro Contract 9,School Student,Jun,2018,"18,161"
Bus,Outer Sydney Metro Contract 9,School Student,Jul,2016,"11,578"
Bus,Outer Sydney Metro Contract 9,School Student,Jul,2017,"9,611"
Bus,Outer Sydney Metro Contract 9,School Student,Jul,2018,"9,391"
Bus,Outer Sydney Metro Contract 9,School Student,Aug,2016,"24,765"
Bus,Outer Sydney Metro Contract 9,School Student,Aug,2017,"20,746"
Bus,Outer Sydney Metro Contract 9,School Student,Aug,2018,"19,678"
Bus,Outer Sydney Metro Contract 9,School Student,Sep,2016,"16,896"
Bus,Outer Sydney Metro Contract 9,School Student,Sep,2017,"13,589"
Bus,Outer Sydney Metro Contract 9,School Student,Sep,2018,"17,268"
Bus,Outer Sydney Metro Contract 9,School Student,Oct,2016,"16,388"
Bus,Outer Sydney Metro Contract 9,School Student,Oct,2017,"13,937"
Bus,Outer Sydney Metro Contract 9,School Student,Oct,2018,"11,940"
Bus,Outer Sydney Metro Contract 9,School Student,Nov,2016,"21,623"
Bus,Outer Sydney Metro Contract 9,School Student,Nov,2017,"16,862"
Bus,Outer Sydney Metro Contract 9,School Student,Nov,2018,"19,006"
Bus,Outer Sydney Metro Contract 9,School Student,Dec,2016,"8,287"
Bus,Outer Sydney Metro Contract 9,School Student,Dec,2017,"6,603"
Bus,Outer Sydney Metro Contract 9,School Student,Dec,2018,"8,809"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jan,2017,"3,417"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jan,2018,"3,508"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jan,2019,"3,256"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Feb,2017,"3,798"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Feb,2018,"3,755"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Feb,2019,"3,637"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Mar,2017,"4,017"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Mar,2018,"3,691"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Apr,2017,"3,893"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Apr,2018,"3,468"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,May,2017,"3,959"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,May,2018,"4,066"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jun,2017,"3,575"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jun,2018,"3,244"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jul,2016,"3,547"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jul,2017,"3,509"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Jul,2018,"3,665"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Aug,2016,"3,758"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Aug,2017,"3,777"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Aug,2018,"4,099"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Sep,2016,"3,729"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Sep,2017,"3,596"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Sep,2018,"3,613"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Oct,2016,"3,891"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Oct,2017,"3,882"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Oct,2018,"3,684"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Nov,2016,"4,042"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Nov,2017,"3,937"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Nov,2018,"3,825"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Dec,2016,"3,491"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Dec,2017,"3,661"
Bus,Outer Sydney Metro Contract 9,Senior/Pensioner,Dec,2018,"3,284"
Bus,Outer Sydney Metro Contract 10,Adult,Jan,2017,"40,608"
Bus,Outer Sydney Metro Contract 10,Adult,Jan,2018,"45,499"
Bus,Outer Sydney Metro Contract 10,Adult,Jan,2019,"50,052"
Bus,Outer Sydney Metro Contract 10,Adult,Feb,2017,"42,894"
Bus,Outer Sydney Metro Contract 10,Adult,Feb,2018,"48,519"
Bus,Outer Sydney Metro Contract 10,Adult,Feb,2019,"52,789"
Bus,Outer Sydney Metro Contract 10,Adult,Mar,2017,"50,234"
Bus,Outer Sydney Metro Contract 10,Adult,Mar,2018,"53,811"
Bus,Outer Sydney Metro Contract 10,Adult,Apr,2017,"42,050"
Bus,Outer Sydney Metro Contract 10,Adult,Apr,2018,"48,840"
Bus,Outer Sydney Metro Contract 10,Adult,May,2017,"50,116"
Bus,Outer Sydney Metro Contract 10,Adult,May,2018,"53,867"
Bus,Outer Sydney Metro Contract 10,Adult,Jun,2017,"44,644"
Bus,Outer Sydney Metro Contract 10,Adult,Jun,2018,"46,319"
Bus,Outer Sydney Metro Contract 10,Adult,Jul,2016,"51,884"
Bus,Outer Sydney Metro Contract 10,Adult,Jul,2017,"46,921"
Bus,Outer Sydney Metro Contract 10,Adult,Jul,2018,"52,388"
Bus,Outer Sydney Metro Contract 10,Adult,Aug,2016,"43,670"
Bus,Outer Sydney Metro Contract 10,Adult,Aug,2017,"49,659"
Bus,Outer Sydney Metro Contract 10,Adult,Aug,2018,"54,322"
Bus,Outer Sydney Metro Contract 10,Adult,Sep,2016,"42,826"
Bus,Outer Sydney Metro Contract 10,Adult,Sep,2017,"46,069"
Bus,Outer Sydney Metro Contract 10,Adult,Sep,2018,"50,447"
Bus,Outer Sydney Metro Contract 10,Adult,Oct,2016,"43,342"
Bus,Outer Sydney Metro Contract 10,Adult,Oct,2017,"47,446"
Bus,Outer Sydney Metro Contract 10,Adult,Oct,2018,"52,210"
Bus,Outer Sydney Metro Contract 10,Adult,Nov,2016,"45,864"
Bus,Outer Sydney Metro Contract 10,Adult,Nov,2017,"50,348"
Bus,Outer Sydney Metro Contract 10,Adult,Nov,2018,"53,687"
Bus,Outer Sydney Metro Contract 10,Adult,Dec,2016,"42,343"
Bus,Outer Sydney Metro Contract 10,Adult,Dec,2017,"46,565"
Bus,Outer Sydney Metro Contract 10,Adult,Dec,2018,"49,458"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Jan,2017,"7,696"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Jan,2018,"6,673"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Jan,2019,"6,310"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Feb,2017,"7,348"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Feb,2018,"7,007"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Feb,2019,"6,226"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Mar,2017,"7,845"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Mar,2018,"6,892"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Apr,2017,"7,079"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Apr,2018,"6,317"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,May,2017,"7,644"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,May,2018,"6,864"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Jun,2017,"6,785"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Jun,2018,"5,909"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Jul,2017,"7,321"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Jul,2018,"6,549"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Aug,2016,"9,036"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Aug,2017,"7,051"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Aug,2018,"6,652"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Sep,2016,"8,207"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Sep,2017,"7,042"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Sep,2018,"5,930"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Oct,2016,"8,015"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Oct,2017,"6,850"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Oct,2018,"6,841"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Nov,2016,"8,139"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Nov,2017,"6,894"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Nov,2018,"6,949"
Bus,Outer Sydney Metro Contract 10,Adult Single Bus Trip 1,Dec,2016,"8,242"
