ModeOfTransport,Name,Type,Month,Year,NumberOfTrips
Train,T5 Cumberland Line,Employee,Mar,2017,"3,674"
Train,T5 Cumberland Line,Employee,Mar,2018,"3,180"
Train,T5 Cumberland Line,Employee,Apr,2017,"2,737"
Train,T5 Cumberland Line,Employee,Apr,2018,"3,748"
Train,T5 Cumberland Line,Employee,May,2017,"3,521"
Train,T5 Cumberland Line,Employee,May,2018,"3,560"
Train,T5 Cumberland Line,Employee,Jun,2017,"3,224"
Train,T5 Cumberland Line,Employee,Jun,2018,"3,416"
Train,T5 Cumberland Line,Employee,Jul,2016,"2,743"
Train,T5 Cumberland Line,Employee,Jul,2017,"2,744"
Train,T5 Cumberland Line,Employee,Jul,2018,"3,377"
Train,T5 Cumberland Line,Employee,Aug,2016,"3,250"
Train,T5 Cumberland Line,Employee,Aug,2017,"3,537"
Train,T5 Cumberland Line,Employee,Aug,2018,"3,381"
Train,T5 Cumberland Line,Employee,Sep,2016,"3,264"
Train,T5 Cumberland Line,Employee,Sep,2017,"2,863"
Train,T5 Cumberland Line,Employee,Sep,2018,"3,036"
Train,T5 Cumberland Line,Employee,Oct,2016,"2,972"
Train,T5 Cumberland Line,Employee,Oct,2017,"3,027"
Train,T5 Cumberland Line,Employee,Oct,2018,"3,293"
Train,T5 Cumberland Line,Employee,Nov,2016,"3,369"
Train,T5 Cumberland Line,Employee,Nov,2017,"3,199"
Train,T5 Cumberland Line,Employee,Nov,2018,"3,224"
Train,T5 Cumberland Line,Employee,Dec,2016,"2,790"
Train,T5 Cumberland Line,Employee,Dec,2017,"2,911"
Train,T5 Cumberland Line,Employee,Dec,2018,"3,895"
Train,T5 Cumberland Line,Free Travel,Jan,2017,84
Train,T5 Cumberland Line,Free Travel,Jan,2018,75
Train,T5 Cumberland Line,Free Travel,Jan,2019,97
Train,T5 Cumberland Line,Free Travel,Feb,2017,118
Train,T5 Cumberland Line,Free Travel,Feb,2018,95
Train,T5 Cumberland Line,Free Travel,Feb,2019,119
Train,T5 Cumberland Line,Free Travel,Mar,2017,140
Train,T5 Cumberland Line,Free Travel,Mar,2018,107
Train,T5 Cumberland Line,Free Travel,Apr,2017,112
Train,T5 Cumberland Line,Free Travel,Apr,2018,143
Train,T5 Cumberland Line,Free Travel,May,2017,146
Train,T5 Cumberland Line,Free Travel,May,2018,118
Train,T5 Cumberland Line,Free Travel,Jun,2017,119
Train,T5 Cumberland Line,Free Travel,Jun,2018,107
Train,T5 Cumberland Line,Free Travel,Jul,2016,98
Train,T5 Cumberland Line,Free Travel,Jul,2017,107
Train,T5 Cumberland Line,Free Travel,Jul,2018,124
Train,T5 Cumberland Line,Free Travel,Aug,2016,129
Train,T5 Cumberland Line,Free Travel,Aug,2017,114
Train,T5 Cumberland Line,Free Travel,Aug,2018,135
Train,T5 Cumberland Line,Free Travel,Sep,2016,132
Train,T5 Cumberland Line,Free Travel,Sep,2017,93
Train,T5 Cumberland Line,Free Travel,Sep,2018,92
Train,T5 Cumberland Line,Free Travel,Oct,2016,131
Train,T5 Cumberland Line,Free Travel,Oct,2017,89
Train,T5 Cumberland Line,Free Travel,Oct,2018,141
Train,T5 Cumberland Line,Free Travel,Nov,2016,137
Train,T5 Cumberland Line,Free Travel,Nov,2017,85
Train,T5 Cumberland Line,Free Travel,Nov,2018,133
Train,T5 Cumberland Line,Free Travel,Dec,2016,108
Train,T5 Cumberland Line,Free Travel,Dec,2017,80
Train,T5 Cumberland Line,Free Travel,Dec,2018,196
Train,T5 Cumberland Line,School Student,Jan,2017,974
Train,T5 Cumberland Line,School Student,Jan,2018,"1,159"
Train,T5 Cumberland Line,School Student,Jan,2019,"1,414"
Train,T5 Cumberland Line,School Student,Feb,2017,"15,614"
Train,T5 Cumberland Line,School Student,Feb,2018,"19,036"
Train,T5 Cumberland Line,School Student,Feb,2019,"20,111"
Train,T5 Cumberland Line,School Student,Mar,2017,"19,568"
Train,T5 Cumberland Line,School Student,Mar,2018,"20,946"
Train,T5 Cumberland Line,School Student,Apr,2017,"6,739"
Train,T5 Cumberland Line,School Student,Apr,2018,"11,035"
Train,T5 Cumberland Line,School Student,May,2017,"20,284"
Train,T5 Cumberland Line,School Student,May,2018,"22,838"
Train,T5 Cumberland Line,School Student,Jun,2017,"17,560"
Train,T5 Cumberland Line,School Student,Jun,2018,"20,504"
Train,T5 Cumberland Line,School Student,Jul,2016,"7,556"
Train,T5 Cumberland Line,School Student,Jul,2017,"7,908"
Train,T5 Cumberland Line,School Student,Jul,2018,"10,990"
Train,T5 Cumberland Line,School Student,Aug,2016,"17,868"
Train,T5 Cumberland Line,School Student,Aug,2017,"20,696"
Train,T5 Cumberland Line,School Student,Aug,2018,"23,924"
Train,T5 Cumberland Line,School Student,Sep,2016,"13,163"
Train,T5 Cumberland Line,School Student,Sep,2017,"12,830"
Train,T5 Cumberland Line,School Student,Sep,2018,"20,349"
Train,T5 Cumberland Line,School Student,Oct,2016,"11,856"
Train,T5 Cumberland Line,School Student,Oct,2017,"13,824"
Train,T5 Cumberland Line,School Student,Oct,2018,"12,855"
Train,T5 Cumberland Line,School Student,Nov,2016,"15,602"
Train,T5 Cumberland Line,School Student,Nov,2017,"17,427"
Train,T5 Cumberland Line,School Student,Nov,2018,"19,449"
Train,T5 Cumberland Line,School Student,Dec,2016,"6,410"
Train,T5 Cumberland Line,School Student,Dec,2017,"7,838"
Train,T5 Cumberland Line,School Student,Dec,2018,"12,586"
Train,T5 Cumberland Line,Senior/Pensioner,Jan,2017,"47,426"
Train,T5 Cumberland Line,Senior/Pensioner,Jan,2018,"46,803"
Train,T5 Cumberland Line,Senior/Pensioner,Jan,2019,"56,101"
Train,T5 Cumberland Line,Senior/Pensioner,Feb,2017,"47,763"
Train,T5 Cumberland Line,Senior/Pensioner,Feb,2018,"50,868"
Train,T5 Cumberland Line,Senior/Pensioner,Feb,2019,"52,144"
Train,T5 Cumberland Line,Senior/Pensioner,Mar,2017,"54,726"
Train,T5 Cumberland Line,Senior/Pensioner,Mar,2018,"55,850"
Train,T5 Cumberland Line,Senior/Pensioner,Apr,2017,"49,655"
Train,T5 Cumberland Line,Senior/Pensioner,Apr,2018,"63,756"
Train,T5 Cumberland Line,Senior/Pensioner,May,2017,"54,834"
Train,T5 Cumberland Line,Senior/Pensioner,May,2018,"56,799"
Train,T5 Cumberland Line,Senior/Pensioner,Jun,2017,"52,179"
Train,T5 Cumberland Line,Senior/Pensioner,Jun,2018,"56,519"
Train,T5 Cumberland Line,Senior/Pensioner,Jul,2016,"47,463"
Train,T5 Cumberland Line,Senior/Pensioner,Jul,2017,"48,575"
Train,T5 Cumberland Line,Senior/Pensioner,Jul,2018,"57,335"
Train,T5 Cumberland Line,Senior/Pensioner,Aug,2016,"53,395"
Train,T5 Cumberland Line,Senior/Pensioner,Aug,2017,"54,916"
Train,T5 Cumberland Line,Senior/Pensioner,Aug,2018,"61,663"
Train,T5 Cumberland Line,Senior/Pensioner,Sep,2016,"52,382"
Train,T5 Cumberland Line,Senior/Pensioner,Sep,2017,"50,409"
Train,T5 Cumberland Line,Senior/Pensioner,Sep,2018,"58,067"
Train,T5 Cumberland Line,Senior/Pensioner,Oct,2016,"53,139"
Train,T5 Cumberland Line,Senior/Pensioner,Oct,2017,"55,307"
Train,T5 Cumberland Line,Senior/Pensioner,Oct,2018,"60,862"
Train,T5 Cumberland Line,Senior/Pensioner,Nov,2016,"54,441"
Train,T5 Cumberland Line,Senior/Pensioner,Nov,2017,"54,586"
Train,T5 Cumberland Line,Senior/Pensioner,Nov,2018,"56,491"
Train,T5 Cumberland Line,Senior/Pensioner,Dec,2016,"51,193"
Train,T5 Cumberland Line,Senior/Pensioner,Dec,2017,"54,096"
Train,T5 Cumberland Line,Senior/Pensioner,Dec,2018,"69,332"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jan,2017,"2,169"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jan,2018,"1,653"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jan,2019,"1,342"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Feb,2017,"1,856"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Feb,2018,"1,596"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Feb,2019,"1,096"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Mar,2017,"2,127"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Mar,2018,"1,928"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Apr,2017,"2,019"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Apr,2018,"2,060"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,May,2017,"1,751"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,May,2018,"1,612"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jun,2017,"1,962"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jun,2018,"1,748"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jul,2016,324
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jul,2017,"1,982"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Jul,2018,"1,325"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Aug,2016,"2,261"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Aug,2017,"1,991"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Aug,2018,"1,490"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Sep,2016,"2,136"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Sep,2017,"2,058"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Sep,2018,"1,422"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Oct,2016,"2,151"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Oct,2017,"2,238"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Oct,2018,"1,557"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Nov,2016,"2,196"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Nov,2017,"2,103"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Nov,2018,"1,508"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Dec,2016,"2,752"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Dec,2017,"2,542"
Train,T5 Cumberland Line,Sgl Trip Rail Adult,Dec,2018,"2,305"
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jan,2017,719
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jan,2018,528
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jan,2019,417
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Feb,2017,344
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Feb,2018,330
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Feb,2019,180
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Mar,2017,432
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Mar,2018,384
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Apr,2017,601
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Apr,2018,705
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,May,2017,335
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,May,2018,313
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jun,2017,459
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jun,2018,402
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jul,2016,84
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jul,2017,710
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Jul,2018,443
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Aug,2016,450
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Aug,2017,487
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Aug,2018,317
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Sep,2016,581
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Sep,2017,559
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Sep,2018,306
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Oct,2016,522
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Oct,2017,572
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Oct,2018,337
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Nov,2016,399
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Nov,2017,437
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Nov,2018,253
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Dec,2016,770
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Dec,2017,718
Train,T5 Cumberland Line,Sgl Trip Rail Child/Youth,Dec,2018,622
Train,T6 Carlingford Line,Adult,Jan,2017,"28,169"
Train,T6 Carlingford Line,Adult,Jan,2018,"27,240"
Train,T6 Carlingford Line,Adult,Jan,2019,"30,095"
Train,T6 Carlingford Line,Adult,Feb,2017,"31,519"
Train,T6 Carlingford Line,Adult,Feb,2018,"31,700"
Train,T6 Carlingford Line,Adult,Feb,2019,"32,658"
Train,T6 Carlingford Line,Adult,Mar,2017,"39,298"
Train,T6 Carlingford Line,Adult,Mar,2018,"36,609"
Train,T6 Carlingford Line,Adult,Apr,2017,"29,914"
Train,T6 Carlingford Line,Adult,Apr,2018,"31,084"
Train,T6 Carlingford Line,Adult,May,2017,"38,490"
Train,T6 Carlingford Line,Adult,May,2018,"37,686"
Train,T6 Carlingford Line,Adult,Jun,2017,"35,694"
Train,T6 Carlingford Line,Adult,Jun,2018,"33,170"
Train,T6 Carlingford Line,Adult,Jul,2016,"31,864"
Train,T6 Carlingford Line,Adult,Jul,2017,"35,593"
Train,T6 Carlingford Line,Adult,Jul,2018,"34,899"
Train,T6 Carlingford Line,Adult,Aug,2016,"40,123"
Train,T6 Carlingford Line,Adult,Aug,2017,"39,899"
Train,T6 Carlingford Line,Adult,Aug,2018,"38,899"
Train,T6 Carlingford Line,Adult,Sep,2016,"35,855"
Train,T6 Carlingford Line,Adult,Sep,2017,"36,152"
Train,T6 Carlingford Line,Adult,Sep,2018,"36,493"
Train,T6 Carlingford Line,Adult,Oct,2016,"33,920"
Train,T6 Carlingford Line,Adult,Oct,2017,"36,359"
Train,T6 Carlingford Line,Adult,Oct,2018,"37,446"
Train,T6 Carlingford Line,Adult,Nov,2016,"36,327"
Train,T6 Carlingford Line,Adult,Nov,2017,"38,643"
Train,T6 Carlingford Line,Adult,Nov,2018,"38,178"
Train,T6 Carlingford Line,Adult,Dec,2016,"30,726"
Train,T6 Carlingford Line,Adult,Dec,2017,"31,821"
Train,T6 Carlingford Line,Adult,Dec,2018,"30,398"
Train,T6 Carlingford Line,Child/Youth,Jan,2017,"1,043"
Train,T6 Carlingford Line,Child/Youth,Jan,2018,"1,292"
Train,T6 Carlingford Line,Child/Youth,Jan,2019,"1,451"
Train,T6 Carlingford Line,Child/Youth,Feb,2017,947
Train,T6 Carlingford Line,Child/Youth,Feb,2018,941
Train,T6 Carlingford Line,Child/Youth,Feb,2019,961
Train,T6 Carlingford Line,Child/Youth,Mar,2017,"1,149"
Train,T6 Carlingford Line,Child/Youth,Mar,2018,"1,202"
Train,T6 Carlingford Line,Child/Youth,Apr,2017,"1,000"
Train,T6 Carlingford Line,Child/Youth,Apr,2018,"1,177"
Train,T6 Carlingford Line,Child/Youth,May,2017,612
Train,T6 Carlingford Line,Child/Youth,May,2018,780
Train,T6 Carlingford Line,Child/Youth,Jun,2017,914
Train,T6 Carlingford Line,Child/Youth,Jun,2018,718
Train,T6 Carlingford Line,Child/Youth,Jul,2016,790
Train,T6 Carlingford Line,Child/Youth,Jul,2017,"1,260"
Train,T6 Carlingford Line,Child/Youth,Jul,2018,"1,139"
Train,T6 Carlingford Line,Child/Youth,Aug,2016,"1,602"
Train,T6 Carlingford Line,Child/Youth,Aug,2017,"1,311"
Train,T6 Carlingford Line,Child/Youth,Aug,2018,980
Train,T6 Carlingford Line,Child/Youth,Sep,2016,886
Train,T6 Carlingford Line,Child/Youth,Sep,2017,"1,002"
Train,T6 Carlingford Line,Child/Youth,Sep,2018,944
Train,T6 Carlingford Line,Child/Youth,Oct,2016,976
Train,T6 Carlingford Line,Child/Youth,Oct,2017,"1,014"
Train,T6 Carlingford Line,Child/Youth,Oct,2018,"1,149"
Train,T6 Carlingford Line,Child/Youth,Nov,2016,800
Train,T6 Carlingford Line,Child/Youth,Nov,2017,927
Train,T6 Carlingford Line,Child/Youth,Nov,2018,928
Train,T6 Carlingford Line,Child/Youth,Dec,2016,"1,038"
Train,T6 Carlingford Line,Child/Youth,Dec,2017,"1,315"
Train,T6 Carlingford Line,Child/Youth,Dec,2018,"1,236"
Train,T6 Carlingford Line,Concession,Jan,2017,"1,267"
Train,T6 Carlingford Line,Concession,Jan,2018,"1,227"
Train,T6 Carlingford Line,Concession,Jan,2019,"1,619"
Train,T6 Carlingford Line,Concession,Feb,2017,"1,895"
Train,T6 Carlingford Line,Concession,Feb,2018,"1,879"
Train,T6 Carlingford Line,Concession,Feb,2019,"2,254"
Train,T6 Carlingford Line,Concession,Mar,2017,"4,632"
Train,T6 Carlingford Line,Concession,Mar,2018,"4,367"
Train,T6 Carlingford Line,Concession,Apr,2017,"2,969"
Train,T6 Carlingford Line,Concession,Apr,2018,"3,161"
Train,T6 Carlingford Line,Concession,May,2017,"4,216"
Train,T6 Carlingford Line,Concession,May,2018,"4,068"
Train,T6 Carlingford Line,Concession,Jun,2017,"2,690"
Train,T6 Carlingford Line,Concession,Jun,2018,"2,486"
Train,T6 Carlingford Line,Concession,Jul,2016,"2,667"
Train,T6 Carlingford Line,Concession,Jul,2017,"2,284"
Train,T6 Carlingford Line,Concession,Jul,2018,"2,179"
Train,T6 Carlingford Line,Concession,Aug,2016,"5,146"
Train,T6 Carlingford Line,Concession,Aug,2017,"4,878"
Train,T6 Carlingford Line,Concession,Aug,2018,"4,291"
Train,T6 Carlingford Line,Concession,Sep,2016,"3,481"
Train,T6 Carlingford Line,Concession,Sep,2017,"3,288"
Train,T6 Carlingford Line,Concession,Sep,2018,"3,289"
Train,T6 Carlingford Line,Concession,Oct,2016,"3,184"
Train,T6 Carlingford Line,Concession,Oct,2017,"3,331"
Train,T6 Carlingford Line,Concession,Oct,2018,"3,616"
Train,T6 Carlingford Line,Concession,Nov,2016,"2,210"
Train,T6 Carlingford Line,Concession,Nov,2017,"2,449"
Train,T6 Carlingford Line,Concession,Nov,2018,"2,537"
Train,T6 Carlingford Line,Concession,Dec,2016,"1,508"
Train,T6 Carlingford Line,Concession,Dec,2017,"1,687"
Train,T6 Carlingford Line,Concession,Dec,2018,"1,652"
Train,T6 Carlingford Line,CTP,Jan,2019,805
Train,T6 Carlingford Line,CTP,Feb,2019,808
Train,T6 Carlingford Line,CTP,Nov,2018,38
Train,T6 Carlingford Line,CTP,Dec,2018,631
Train,T6 Carlingford Line,Day Pass without SAF,Jan,2019,1
Train,T6 Carlingford Line,Day Pass without SAF,Jun,2018,1
Train,T6 Carlingford Line,Employee,Jan,2017,210
Train,T6 Carlingford Line,Employee,Jan,2018,848
Train,T6 Carlingford Line,Employee,Jan,2019,"1,296"
Train,T6 Carlingford Line,Employee,Feb,2017,221
Train,T6 Carlingford Line,Employee,Feb,2018,"1,265"
Train,T6 Carlingford Line,Employee,Feb,2019,"1,631"
Train,T6 Carlingford Line,Employee,Mar,2017,304
Train,T6 Carlingford Line,Employee,Mar,2018,"1,475"
Train,T6 Carlingford Line,Employee,Apr,2017,224
Train,T6 Carlingford Line,Employee,Apr,2018,"1,202"
Train,T6 Carlingford Line,Employee,May,2017,255
Train,T6 Carlingford Line,Employee,May,2018,"1,579"
Train,T6 Carlingford Line,Employee,Jun,2017,252
Train,T6 Carlingford Line,Employee,Jun,2018,"1,280"
Train,T6 Carlingford Line,Employee,Jul,2016,175
Train,T6 Carlingford Line,Employee,Jul,2017,189
Train,T6 Carlingford Line,Employee,Jul,2018,"1,258"
Train,T6 Carlingford Line,Employee,Aug,2016,229
Train,T6 Carlingford Line,Employee,Aug,2017,260
Train,T6 Carlingford Line,Employee,Aug,2018,"1,749"
Train,T6 Carlingford Line,Employee,Sep,2016,213
Train,T6 Carlingford Line,Employee,Sep,2017,264
Train,T6 Carlingford Line,Employee,Sep,2018,"1,526"
Train,T6 Carlingford Line,Employee,Oct,2016,244
Train,T6 Carlingford Line,Employee,Oct,2017,324
Train,T6 Carlingford Line,Employee,Oct,2018,"1,670"
Train,T6 Carlingford Line,Employee,Nov,2016,276
Train,T6 Carlingford Line,Employee,Nov,2017,"1,195"
Train,T6 Carlingford Line,Employee,Nov,2018,"1,703"
Train,T6 Carlingford Line,Employee,Dec,2016,179
Train,T6 Carlingford Line,Employee,Dec,2017,"1,186"
Train,T6 Carlingford Line,Employee,Dec,2018,"1,265"
Train,T6 Carlingford Line,Free Travel,Jan,2017,21
Train,T6 Carlingford Line,Free Travel,Jan,2018,4
Train,T6 Carlingford Line,Free Travel,Jan,2019,16
Train,T6 Carlingford Line,Free Travel,Feb,2017,28
Train,T6 Carlingford Line,Free Travel,Feb,2018,18
Train,T6 Carlingford Line,Free Travel,Feb,2019,16
Train,T6 Carlingford Line,Free Travel,Mar,2017,45
Train,T6 Carlingford Line,Free Travel,Mar,2018,27
Train,T6 Carlingford Line,Free Travel,Apr,2017,34
Train,T6 Carlingford Line,Free Travel,Apr,2018,14
Train,T6 Carlingford Line,Free Travel,May,2017,34
Train,T6 Carlingford Line,Free Travel,May,2018,12
Train,T6 Carlingford Line,Free Travel,Jun,2017,26
Train,T6 Carlingford Line,Free Travel,Jun,2018,2
Train,T6 Carlingford Line,Free Travel,Jul,2016,12
Train,T6 Carlingford Line,Free Travel,Jul,2017,47
Train,T6 Carlingford Line,Free Travel,Jul,2018,9
Train,T6 Carlingford Line,Free Travel,Aug,2016,12
Train,T6 Carlingford Line,Free Travel,Aug,2017,31
Train,T6 Carlingford Line,Free Travel,Aug,2018,19
Train,T6 Carlingford Line,Free Travel,Sep,2016,24
Train,T6 Carlingford Line,Free Travel,Sep,2017,24
Train,T6 Carlingford Line,Free Travel,Sep,2018,17
Train,T6 Carlingford Line,Free Travel,Oct,2016,22
Train,T6 Carlingford Line,Free Travel,Oct,2017,28
Train,T6 Carlingford Line,Free Travel,Oct,2018,15
Train,T6 Carlingford Line,Free Travel,Nov,2016,20
Train,T6 Carlingford Line,Free Travel,Nov,2017,31
Train,T6 Carlingford Line,Free Travel,Nov,2018,20
Train,T6 Carlingford Line,Free Travel,Dec,2016,19
Train,T6 Carlingford Line,Free Travel,Dec,2017,13
Train,T6 Carlingford Line,Free Travel,Dec,2018,18
Train,T6 Carlingford Line,School Student,Jan,2017,49
Train,T6 Carlingford Line,School Student,Jan,2018,115
Train,T6 Carlingford Line,School Student,Jan,2019,119
Train,T6 Carlingford Line,School Student,Feb,2017,913
Train,T6 Carlingford Line,School Student,Feb,2018,"1,159"
Train,T6 Carlingford Line,School Student,Feb,2019,"1,550"
Train,T6 Carlingford Line,School Student,Mar,2017,"1,144"
Train,T6 Carlingford Line,School Student,Mar,2018,"1,383"
Train,T6 Carlingford Line,School Student,Apr,2017,351
Train,T6 Carlingford Line,School Student,Apr,2018,517
Train,T6 Carlingford Line,School Student,May,2017,"1,135"
Train,T6 Carlingford Line,School Student,May,2018,"1,383"
Train,T6 Carlingford Line,School Student,Jun,2017,"1,058"
Train,T6 Carlingford Line,School Student,Jun,2018,"1,150"
Train,T6 Carlingford Line,School Student,Jul,2016,366
Train,T6 Carlingford Line,School Student,Jul,2017,543
Train,T6 Carlingford Line,School Student,Jul,2018,669
Train,T6 Carlingford Line,School Student,Aug,2016,816
Train,T6 Carlingford Line,School Student,Aug,2017,"1,226"
Train,T6 Carlingford Line,School Student,Aug,2018,"1,493"
Train,T6 Carlingford Line,School Student,Sep,2016,557
Train,T6 Carlingford Line,School Student,Sep,2017,853
Train,T6 Carlingford Line,School Student,Sep,2018,"1,236"
Train,T6 Carlingford Line,School Student,Oct,2016,579
Train,T6 Carlingford Line,School Student,Oct,2017,935
Train,T6 Carlingford Line,School Student,Oct,2018,897
Train,T6 Carlingford Line,School Student,Nov,2016,903
Train,T6 Carlingford Line,School Student,Nov,2017,"1,270"
Train,T6 Carlingford Line,School Student,Nov,2018,"1,443"
Train,T6 Carlingford Line,School Student,Dec,2016,371
Train,T6 Carlingford Line,School Student,Dec,2017,551
Train,T6 Carlingford Line,School Student,Dec,2018,819
Train,T6 Carlingford Line,Senior/Pensioner,Jan,2017,"2,857"
Train,T6 Carlingford Line,Senior/Pensioner,Jan,2018,"2,722"
Train,T6 Carlingford Line,Senior/Pensioner,Jan,2019,"3,417"
Train,T6 Carlingford Line,Senior/Pensioner,Feb,2017,"2,958"
Train,T6 Carlingford Line,Senior/Pensioner,Feb,2018,"3,483"
Train,T6 Carlingford Line,Senior/Pensioner,Feb,2019,"3,568"
Train,T6 Carlingford Line,Senior/Pensioner,Mar,2017,"3,766"
Train,T6 Carlingford Line,Senior/Pensioner,Mar,2018,"4,286"
Train,T6 Carlingford Line,Senior/Pensioner,Apr,2017,"3,122"
Train,T6 Carlingford Line,Senior/Pensioner,Apr,2018,"3,355"
Train,T6 Carlingford Line,Senior/Pensioner,May,2017,"3,270"
Train,T6 Carlingford Line,Senior/Pensioner,May,2018,"4,019"
Train,T6 Carlingford Line,Senior/Pensioner,Jun,2017,"3,260"
Train,T6 Carlingford Line,Senior/Pensioner,Jun,2018,"3,623"
Train,T6 Carlingford Line,Senior/Pensioner,Jul,2016,"3,095"
Train,T6 Carlingford Line,Senior/Pensioner,Jul,2017,"3,430"
Train,T6 Carlingford Line,Senior/Pensioner,Jul,2018,"3,996"
Train,T6 Carlingford Line,Senior/Pensioner,Aug,2016,"3,729"
Train,T6 Carlingford Line,Senior/Pensioner,Aug,2017,"3,366"
Train,T6 Carlingford Line,Senior/Pensioner,Aug,2018,"4,401"
Train,T6 Carlingford Line,Senior/Pensioner,Sep,2016,"3,831"
Train,T6 Carlingford Line,Senior/Pensioner,Sep,2017,"3,465"
Train,T6 Carlingford Line,Senior/Pensioner,Sep,2018,"4,285"
Train,T6 Carlingford Line,Senior/Pensioner,Oct,2016,"3,566"
Train,T6 Carlingford Line,Senior/Pensioner,Oct,2017,"3,077"
Train,T6 Carlingford Line,Senior/Pensioner,Oct,2018,"3,969"
Train,T6 Carlingford Line,Senior/Pensioner,Nov,2016,"3,758"
Train,T6 Carlingford Line,Senior/Pensioner,Nov,2017,"3,660"
Train,T6 Carlingford Line,Senior/Pensioner,Nov,2018,"4,437"
Train,T6 Carlingford Line,Senior/Pensioner,Dec,2016,"3,596"
Train,T6 Carlingford Line,Senior/Pensioner,Dec,2017,"3,512"
Train,T6 Carlingford Line,Senior/Pensioner,Dec,2018,"3,484"
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Jan,2017,50
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Jan,2018,24
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Jan,2019,56
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Feb,2017,37
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Feb,2018,72
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Feb,2019,37
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Mar,2017,106
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Mar,2018,92
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Apr,2017,45
Train,T6 Carlingford Line,Sgl Trip Rail Adult,Apr,2018,26
