ModeOfTransport,Name,Type,Month,Year,NumberOfTrips
Train,"T1 North Shore, Northern and Western Line",Adult,Jan,2017,"7,774,754"
Train,"T1 North Shore, Northern and Western Line",Adult,Feb,2017,"8,446,672"
Train,"T1 North Shore, Northern and Western Line",Adult,Mar,2017,"9,994,667"
Train,"T1 North Shore, Northern and Western Line",Adult,Apr,2017,"8,111,738"
Train,"T1 North Shore, Northern and Western Line",Adult,May,2017,"10,184,630"
Train,"T1 North Shore, Northern and Western Line",Adult,Jun,2017,"9,333,731"
Train,"T1 North Shore, Northern and Western Line",Adult,Jul,2016,"8,575,135"
Train,"T1 North Shore, Northern and Western Line",Adult,Jul,2017,"9,247,078"
Train,"T1 North Shore, Northern and Western Line",Adult,Aug,2016,"9,484,134"
Train,"T1 North Shore, Northern and Western Line",Adult,Aug,2017,"9,969,136"
Train,"T1 North Shore, Northern and Western Line",Adult,Sep,2016,"8,956,112"
Train,"T1 North Shore, Northern and Western Line",Adult,Sep,2017,"9,473,985"
Train,"T1 North Shore, Northern and Western Line",Adult,Oct,2016,"8,778,524"
Train,"T1 North Shore, Northern and Western Line",Adult,Oct,2017,"9,648,065"
Train,"T1 North Shore, Northern and Western Line",Adult,Nov,2016,"9,221,978"
Train,"T1 North Shore, Northern and Western Line",Adult,Nov,2017,"8,131,940"
Train,"T1 North Shore, Northern and Western Line",Adult,Dec,2016,"8,036,202"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Jan,2017,"552,039"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Feb,2017,"394,228"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Mar,2017,"426,221"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Apr,2017,"506,330"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,May,2017,"377,342"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Jun,2017,"421,819"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Jul,2016,"432,083"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Jul,2017,"543,192"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Aug,2016,"370,300"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Aug,2017,"385,194"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Sep,2016,"425,154"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Sep,2017,"478,539"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Oct,2016,"438,430"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Oct,2017,"454,655"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Nov,2016,"404,288"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Nov,2017,"347,198"
Train,"T1 North Shore, Northern and Western Line",Child/Youth,Dec,2016,"505,401"
Train,"T1 North Shore, Northern and Western Line",Concession,Jan,2017,"488,489"
Train,"T1 North Shore, Northern and Western Line",Concession,Feb,2017,"607,040"
Train,"T1 North Shore, Northern and Western Line",Concession,Mar,2017,"1,187,470"
Train,"T1 North Shore, Northern and Western Line",Concession,Apr,2017,"824,351"
Train,"T1 North Shore, Northern and Western Line",Concession,May,2017,"1,110,089"
Train,"T1 North Shore, Northern and Western Line",Concession,Jun,2017,"775,525"
Train,"T1 North Shore, Northern and Western Line",Concession,Jul,2016,"790,206"
Train,"T1 North Shore, Northern and Western Line",Concession,Jul,2017,"679,908"
Train,"T1 North Shore, Northern and Western Line",Concession,Aug,2016,"1,081,373"
Train,"T1 North Shore, Northern and Western Line",Concession,Aug,2017,"1,147,815"
Train,"T1 North Shore, Northern and Western Line",Concession,Sep,2016,"855,554"
Train,"T1 North Shore, Northern and Western Line",Concession,Sep,2017,"894,566"
Train,"T1 North Shore, Northern and Western Line",Concession,Oct,2016,"839,434"
Train,"T1 North Shore, Northern and Western Line",Concession,Oct,2017,"908,252"
Train,"T1 North Shore, Northern and Western Line",Concession,Nov,2016,"677,907"
Train,"T1 North Shore, Northern and Western Line",Concession,Nov,2017,"607,709"
Train,"T1 North Shore, Northern and Western Line",Concession,Dec,2016,"524,749"
Train,"T1 North Shore, Northern and Western Line",Day Pass Child/Youth w/o SAF,Aug,2017,3
Train,"T1 North Shore, Northern and Western Line",Day Pass Child/Youth w/o SAF,Sep,2017,14
Train,"T1 North Shore, Northern and Western Line",Day Pass Child/Youth w/o SAF,Oct,2017,5
Train,"T1 North Shore, Northern and Western Line",Day Pass without SAF,Aug,2017,9
Train,"T1 North Shore, Northern and Western Line",Day Pass without SAF,Sep,2017,78
Train,"T1 North Shore, Northern and Western Line",Day Pass without SAF,Oct,2017,26
Train,"T1 North Shore, Northern and Western Line",Employee,Jan,2017,"97,568"
Train,"T1 North Shore, Northern and Western Line",Employee,Feb,2017,"110,490"
Train,"T1 North Shore, Northern and Western Line",Employee,Mar,2017,"128,093"
Train,"T1 North Shore, Northern and Western Line",Employee,Apr,2017,"97,808"
Train,"T1 North Shore, Northern and Western Line",Employee,May,2017,"127,495"
Train,"T1 North Shore, Northern and Western Line",Employee,Jun,2017,"118,098"
Train,"T1 North Shore, Northern and Western Line",Employee,Jul,2016,"101,255"
Train,"T1 North Shore, Northern and Western Line",Employee,Jul,2017,"109,516"
Train,"T1 North Shore, Northern and Western Line",Employee,Aug,2016,"118,953"
Train,"T1 North Shore, Northern and Western Line",Employee,Aug,2017,"119,095"
Train,"T1 North Shore, Northern and Western Line",Employee,Sep,2016,"116,703"
Train,"T1 North Shore, Northern and Western Line",Employee,Sep,2017,"107,264"
Train,"T1 North Shore, Northern and Western Line",Employee,Oct,2016,"110,616"
Train,"T1 North Shore, Northern and Western Line",Employee,Oct,2017,"106,065"
Train,"T1 North Shore, Northern and Western Line",Employee,Nov,2016,"121,988"
Train,"T1 North Shore, Northern and Western Line",Employee,Nov,2017,"91,293"
Train,"T1 North Shore, Northern and Western Line",Employee,Dec,2016,"107,270"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Jan,2017,"9,976"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Feb,2017,"11,494"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Mar,2017,"13,291"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Apr,2017,"11,147"
Train,"T1 North Shore, Northern and Western Line",Free Travel,May,2017,"13,745"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Jun,2017,"12,203"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Jul,2016,"9,429"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Jul,2017,"12,363"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Aug,2016,"11,477"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Aug,2017,"13,432"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Sep,2016,"11,259"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Sep,2017,"11,721"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Oct,2016,"11,744"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Oct,2017,"11,424"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Nov,2016,"12,608"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Nov,2017,"9,911"
Train,"T1 North Shore, Northern and Western Line",Free Travel,Dec,2016,"10,920"
Train,"T1 North Shore, Northern and Western Line",School Student,Jan,2017,"30,356"
Train,"T1 North Shore, Northern and Western Line",School Student,Feb,2017,"464,128"
Train,"T1 North Shore, Northern and Western Line",School Student,Mar,2017,"555,627"
Train,"T1 North Shore, Northern and Western Line",School Student,Apr,2017,"191,132"
Train,"T1 North Shore, Northern and Western Line",School Student,May,2017,"572,689"
Train,"T1 North Shore, Northern and Western Line",School Student,Jun,2017,"467,968"
Train,"T1 North Shore, Northern and Western Line",School Student,Jul,2016,"217,702"
Train,"T1 North Shore, Northern and Western Line",School Student,Jul,2017,"249,878"
Train,"T1 North Shore, Northern and Western Line",School Student,Aug,2016,"502,695"
Train,"T1 North Shore, Northern and Western Line",School Student,Aug,2017,"548,932"
Train,"T1 North Shore, Northern and Western Line",School Student,Sep,2016,"375,289"
Train,"T1 North Shore, Northern and Western Line",School Student,Sep,2017,"370,025"
Train,"T1 North Shore, Northern and Western Line",School Student,Oct,2016,"338,381"
Train,"T1 North Shore, Northern and Western Line",School Student,Oct,2017,"369,623"
Train,"T1 North Shore, Northern and Western Line",School Student,Nov,2016,"456,338"
Train,"T1 North Shore, Northern and Western Line",School Student,Nov,2017,"393,223"
Train,"T1 North Shore, Northern and Western Line",School Student,Dec,2016,"174,567"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Jan,2017,"852,475"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Feb,2017,"892,348"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Mar,2017,"1,021,345"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Apr,2017,"885,705"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,May,2017,"1,030,781"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Jun,2017,"969,060"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Jul,2016,"880,165"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Jul,2017,"963,069"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Aug,2016,"986,891"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Aug,2017,"997,504"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Sep,2016,"958,036"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Sep,2017,"962,646"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Oct,2016,"971,764"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Oct,2017,"975,085"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Nov,2016,"1,002,122"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Nov,2017,"832,315"
Train,"T1 North Shore, Northern and Western Line",Senior/Pensioner,Dec,2016,"923,518"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Jan,2017,"76,493"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Feb,2017,"72,444"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Mar,2017,"82,624"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Apr,2017,"76,315"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,May,2017,"76,555"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Jun,2017,"76,471"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Jul,2016,"20,587"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Jul,2017,"85,059"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Aug,2016,"79,617"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Aug,2017,"84,262"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Sep,2016,"80,999"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Sep,2017,"84,439"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Oct,2016,"80,716"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Oct,2017,"86,835"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Nov,2016,"82,110"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Nov,2017,"74,147"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Adult,Dec,2016,"94,943"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Jan,2017,"28,172"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Feb,2017,"15,911"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Mar,2017,"19,197"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Apr,2017,"26,095"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,May,2017,"18,311"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Jun,2017,"21,146"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Jul,2016,"7,516"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Jul,2017,"30,435"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Aug,2016,"19,407"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Aug,2017,"21,061"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Sep,2016,"23,395"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Sep,2017,"25,091"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Oct,2016,"22,204"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Oct,2017,"23,503"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Nov,2016,"18,246"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Nov,2017,"16,603"
Train,"T1 North Shore, Northern and Western Line",Sgl Trip Rail Child/Youth,Dec,2016,"29,155"
Train,"T2 Airport, Inner West and South Line",Adult,Jan,2017,"4,988,179"
Train,"T2 Airport, Inner West and South Line",Adult,Feb,2017,"5,164,752"
Train,"T2 Airport, Inner West and South Line",Adult,Mar,2017,"5,888,618"
Train,"T2 Airport, Inner West and South Line",Adult,Apr,2017,"5,142,431"
Train,"T2 Airport, Inner West and South Line",Adult,May,2017,"6,145,569"
Train,"T2 Airport, Inner West and South Line",Adult,Jun,2017,"5,775,957"
Train,"T2 Airport, Inner West and South Line",Adult,Jul,2016,"5,266,404"
Train,"T2 Airport, Inner West and South Line",Adult,Jul,2017,"5,772,717"
Train,"T2 Airport, Inner West and South Line",Adult,Aug,2016,"5,568,667"
Train,"T2 Airport, Inner West and South Line",Adult,Aug,2017,"6,154,100"
Train,"T2 Airport, Inner West and South Line",Adult,Sep,2016,"5,382,635"
Train,"T2 Airport, Inner West and South Line",Adult,Sep,2017,"5,843,799"
Train,"T2 Airport, Inner West and South Line",Adult,Oct,2016,"5,328,090"
Train,"T2 Airport, Inner West and South Line",Adult,Oct,2017,"6,060,992"
Train,"T2 Airport, Inner West and South Line",Adult,Nov,2016,"5,519,508"
Train,"T2 Airport, Inner West and South Line",Adult,Nov,2017,"5,176,662"
Train,"T2 Airport, Inner West and South Line",Adult,Dec,2016,"5,124,055"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Jan,2017,"327,064"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Feb,2017,"198,930"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Mar,2017,"212,256"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Apr,2017,"280,438"
Train,"T2 Airport, Inner West and South Line",Child/Youth,May,2017,"202,197"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Jun,2017,"242,473"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Jul,2016,"237,705"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Jul,2017,"310,963"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Aug,2016,"202,533"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Aug,2017,"217,247"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Sep,2016,"228,278"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Sep,2017,"258,656"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Oct,2016,"235,099"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Oct,2017,"248,187"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Nov,2016,"209,515"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Nov,2017,"196,351"
Train,"T2 Airport, Inner West and South Line",Child/Youth,Dec,2016,"286,848"
Train,"T2 Airport, Inner West and South Line",Concession,Jan,2017,"308,993"
Train,"T2 Airport, Inner West and South Line",Concession,Feb,2017,"369,619"
Train,"T2 Airport, Inner West and South Line",Concession,Mar,2017,"658,641"
Train,"T2 Airport, Inner West and South Line",Concession,Apr,2017,"494,004"
Train,"T2 Airport, Inner West and South Line",Concession,May,2017,"640,479"
Train,"T2 Airport, Inner West and South Line",Concession,Jun,2017,"473,617"
Train,"T2 Airport, Inner West and South Line",Concession,Jul,2016,"527,290"
Train,"T2 Airport, Inner West and South Line",Concession,Jul,2017,"423,577"
Train,"T2 Airport, Inner West and South Line",Concession,Aug,2016,"624,672"
Train,"T2 Airport, Inner West and South Line",Concession,Aug,2017,"677,580"
Train,"T2 Airport, Inner West and South Line",Concession,Sep,2016,"506,205"
Train,"T2 Airport, Inner West and South Line",Concession,Sep,2017,"533,649"
Train,"T2 Airport, Inner West and South Line",Concession,Oct,2016,"486,778"
Train,"T2 Airport, Inner West and South Line",Concession,Oct,2017,"530,333"
Train,"T2 Airport, Inner West and South Line",Concession,Nov,2016,"402,211"
Train,"T2 Airport, Inner West and South Line",Concession,Nov,2017,"373,709"
Train,"T2 Airport, Inner West and South Line",Concession,Dec,2016,"326,413"
Train,"T2 Airport, Inner West and South Line",Day Pass Child/Youth w/o SAF,Aug,2017,3
Train,"T2 Airport, Inner West and South Line",Day Pass Child/Youth w/o SAF,Sep,2017,5
Train,"T2 Airport, Inner West and South Line",Day Pass without SAF,Aug,2017,5
Train,"T2 Airport, Inner West and South Line",Day Pass without SAF,Sep,2017,28
Train,"T2 Airport, Inner West and South Line",Day Pass without SAF,Oct,2017,13
Train,"T2 Airport, Inner West and South Line",Employee,Jan,2017,"62,458"
Train,"T2 Airport, Inner West and South Line",Employee,Feb,2017,"68,436"
Train,"T2 Airport, Inner West and South Line",Employee,Mar,2017,"78,772"
Train,"T2 Airport, Inner West and South Line",Employee,Apr,2017,"62,556"
Train,"T2 Airport, Inner West and South Line",Employee,May,2017,"79,565"
Train,"T2 Airport, Inner West and South Line",Employee,Jun,2017,"75,076"
Train,"T2 Airport, Inner West and South Line",Employee,Jul,2016,"63,235"
Train,"T2 Airport, Inner West and South Line",Employee,Jul,2017,"74,716"
Train,"T2 Airport, Inner West and South Line",Employee,Aug,2016,"71,633"
Train,"T2 Airport, Inner West and South Line",Employee,Aug,2017,"81,286"
Train,"T2 Airport, Inner West and South Line",Employee,Sep,2016,"71,296"
Train,"T2 Airport, Inner West and South Line",Employee,Sep,2017,"72,377"
Train,"T2 Airport, Inner West and South Line",Employee,Oct,2016,"69,185"
Train,"T2 Airport, Inner West and South Line",Employee,Oct,2017,"73,184"
Train,"T2 Airport, Inner West and South Line",Employee,Nov,2016,"75,731"
Train,"T2 Airport, Inner West and South Line",Employee,Nov,2017,"62,645"
Train,"T2 Airport, Inner West and South Line",Employee,Dec,2016,"68,435"
Train,"T2 Airport, Inner West and South Line",Free Travel,Jan,2017,"6,036"
Train,"T2 Airport, Inner West and South Line",Free Travel,Feb,2017,"6,569"
Train,"T2 Airport, Inner West and South Line",Free Travel,Mar,2017,"7,439"
Train,"T2 Airport, Inner West and South Line",Free Travel,Apr,2017,"6,596"
Train,"T2 Airport, Inner West and South Line",Free Travel,May,2017,"7,557"
Train,"T2 Airport, Inner West and South Line",Free Travel,Jun,2017,"6,882"
Train,"T2 Airport, Inner West and South Line",Free Travel,Jul,2016,"5,175"
Train,"T2 Airport, Inner West and South Line",Free Travel,Jul,2017,"7,182"
Train,"T2 Airport, Inner West and South Line",Free Travel,Aug,2016,"6,570"
Train,"T2 Airport, Inner West and South Line",Free Travel,Aug,2017,"7,637"
Train,"T2 Airport, Inner West and South Line",Free Travel,Sep,2016,"6,399"
Train,"T2 Airport, Inner West and South Line",Free Travel,Sep,2017,"6,523"
Train,"T2 Airport, Inner West and South Line",Free Travel,Oct,2016,"6,483"
Train,"T2 Airport, Inner West and South Line",Free Travel,Oct,2017,"7,055"
Train,"T2 Airport, Inner West and South Line",Free Travel,Nov,2016,"7,085"
Train,"T2 Airport, Inner West and South Line",Free Travel,Nov,2017,"6,182"
Train,"T2 Airport, Inner West and South Line",Free Travel,Dec,2016,"6,388"
Train,"T2 Airport, Inner West and South Line",School Student,Jan,2017,"11,476"
Train,"T2 Airport, Inner West and South Line",School Student,Feb,2017,"180,228"
Train,"T2 Airport, Inner West and South Line",School Student,Mar,2017,"221,747"
Train,"T2 Airport, Inner West and South Line",School Student,Apr,2017,"77,961"
Train,"T2 Airport, Inner West and South Line",School Student,May,2017,"228,954"
Train,"T2 Airport, Inner West and South Line",School Student,Jun,2017,"195,285"
Train,"T2 Airport, Inner West and South Line",School Student,Jul,2016,"83,558"
Train,"T2 Airport, Inner West and South Line",School Student,Jul,2017,"103,110"
Train,"T2 Airport, Inner West and South Line",School Student,Aug,2016,"196,783"
Train,"T2 Airport, Inner West and South Line",School Student,Aug,2017,"230,911"
Train,"T2 Airport, Inner West and South Line",School Student,Sep,2016,"144,178"
Train,"T2 Airport, Inner West and South Line",School Student,Sep,2017,"153,025"
Train,"T2 Airport, Inner West and South Line",School Student,Oct,2016,"133,585"
Train,"T2 Airport, Inner West and South Line",School Student,Oct,2017,"158,118"
Train,"T2 Airport, Inner West and South Line",School Student,Nov,2016,"177,666"
Train,"T2 Airport, Inner West and South Line",School Student,Nov,2017,"165,753"
Train,"T2 Airport, Inner West and South Line",School Student,Dec,2016,"72,619"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Jan,2017,"559,418"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Feb,2017,"550,473"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Mar,2017,"615,383"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Apr,2017,"571,992"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,May,2017,"643,324"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Jun,2017,"617,657"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Jul,2016,"544,665"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Jul,2017,"609,771"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Aug,2016,"598,300"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Aug,2017,"621,555"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Sep,2016,"592,001"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Sep,2017,"603,783"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Oct,2016,"610,371"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Oct,2017,"620,159"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Nov,2016,"617,855"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Nov,2017,"537,582"
Train,"T2 Airport, Inner West and South Line",Senior/Pensioner,Dec,2016,"590,856"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Jan,2017,"134,011"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Feb,2017,"136,952"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Mar,2017,"147,222"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Apr,2017,"138,111"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,May,2017,"140,308"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Jun,2017,"138,458"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Jul,2016,"35,335"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Jul,2017,"158,568"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Aug,2016,"135,457"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Aug,2017,"158,954"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Sep,2016,"142,834"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Sep,2017,"158,600"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Oct,2016,"145,110"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Oct,2017,"170,215"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Nov,2016,"146,941"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Nov,2017,"150,045"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Adult,Dec,2016,"160,986"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Jan,2017,"26,144"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Feb,2017,"13,796"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Mar,2017,"15,071"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Apr,2017,"22,451"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,May,2017,"14,618"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Jun,2017,"19,344"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Jul,2016,"5,815"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Jul,2017,"30,569"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Aug,2016,"16,203"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Aug,2017,"20,893"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Sep,2016,"19,167"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Sep,2017,"23,092"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Oct,2016,"17,857"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Oct,2017,"22,574"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Nov,2016,"14,246"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Nov,2017,"16,116"
Train,"T2 Airport, Inner West and South Line",Sgl Trip Rail Child/Youth,Dec,2016,"25,398"
Train,T3 Bankstown Line,Adult,Jan,2017,"1,529,871"
Train,T3 Bankstown Line,Adult,Jan,2018,"1,620,196"
Train,T3 Bankstown Line,Adult,Jan,2019,"1,729,333"
Train,T3 Bankstown Line,Adult,Feb,2017,"1,557,785"
Train,T3 Bankstown Line,Adult,Feb,2018,"1,596,492"
Train,T3 Bankstown Line,Adult,Feb,2019,"1,755,822"
Train,T3 Bankstown Line,Adult,Mar,2017,"1,858,232"
Train,T3 Bankstown Line,Adult,Mar,2018,"1,891,061"
Train,T3 Bankstown Line,Adult,Apr,2017,"1,617,781"
Train,T3 Bankstown Line,Adult,Apr,2018,"1,837,444"
Train,T3 Bankstown Line,Adult,May,2017,"1,926,075"
Train,T3 Bankstown Line,Adult,May,2018,"2,046,455"
Train,T3 Bankstown Line,Adult,Jun,2017,"1,790,468"
Train,T3 Bankstown Line,Adult,Jun,2018,"1,869,787"
Train,T3 Bankstown Line,Adult,Jul,2016,"1,615,473"
Train,T3 Bankstown Line,Adult,Jul,2017,"1,595,259"
Train,T3 Bankstown Line,Adult,Jul,2018,"1,908,824"
Train,T3 Bankstown Line,Adult,Aug,2016,"1,767,064"
Train,T3 Bankstown Line,Adult,Aug,2017,"1,771,896"
Train,T3 Bankstown Line,Adult,Aug,2018,"1,965,061"
Train,T3 Bankstown Line,Adult,Sep,2016,"1,689,548"
Train,T3 Bankstown Line,Adult,Sep,2017,"1,680,504"
Train,T3 Bankstown Line,Adult,Sep,2018,"1,896,056"
Train,T3 Bankstown Line,Adult,Oct,2016,"1,691,384"
