ModeOfTransport,Name,Type,Month,Year,PassengerCount
Tram,Arlington Light Rail,Adult,Jan,2017,"8,025"
Tram,Arlington Light Rail,Adult,Jan,2018,"4,444"
Tram,Arlington Light Rail,Adult,Jan,2019,"10,123"
Tram,Arlington Light Rail,Adult,Feb,2017,"8,177"
Tram,Arlington Light Rail,Adult,Feb,2018,"8,858"
Tram,Arlington Light Rail,Adult,Feb,2019,"10,940"
Tram,Arlington Light Rail,Adult,Mar,2017,"9,829"
Tram,Arlington Light Rail,Adult,Mar,2018,"9,875"
Tram,Arlington Light Rail,Adult,Apr,2017,"8,928"
Tram,Arlington Light Rail,Adult,Apr,2018,"9,107"
Tram,Arlington Light Rail,Adult,May,2017,"8,899"
Tram,Arlington Light Rail,Adult,May,2018,"10,485"
Tram,Arlington Light Rail,Adult,Jun,2017,"9,079"
Tram,Arlington Light Rail,Adult,Jun,2018,"9,177"
Tram,Arlington Light Rail,Adult,Jul,2016,"7,686"
Tram,Arlington Light Rail,Adult,Jul,2017,"9,849"
Tram,Arlington Light Rail,Adult,Jul,2018,"10,488"
Tram,Arlington Light Rail,Adult,Aug,2016,"8,151"
Tram,Arlington Light Rail,Adult,Aug,2017,"9,422"
Tram,Arlington Light Rail,Adult,Aug,2018,"11,438"
Tram,Arlington Light Rail,Adult,Sep,2016,"8,535"
Tram,Arlington Light Rail,Adult,Sep,2017,"8,803"
Tram,Arlington Light Rail,Adult,Sep,2018,"10,688"
Tram,Arlington Light Rail,Adult,Oct,2016,"8,638"
Tram,Arlington Light Rail,Adult,Oct,2017,"9,349"
Tram,Arlington Light Rail,Adult,Oct,2018,"11,003"
Tram,Arlington Light Rail,Adult,Nov,2016,"8,224"
Tram,Arlington Light Rail,Adult,Nov,2017,"9,737"
Tram,Arlington Light Rail,Adult,Nov,2018,"11,166"
Tram,Arlington Light Rail,Adult,Dec,2016,"8,320"
Tram,Arlington Light Rail,Adult,Dec,2017,"9,068"
Tram,Arlington Light Rail,Adult,Dec,2018,"10,019"
Tram,Arlington Light Rail,Child/Youth,Jan,2017,"1,066"
Tram,Arlington Light Rail,Child/Youth,Jan,2018,551
Tram,Arlington Light Rail,Child/Youth,Jan,2019,"1,134"
Tram,Arlington Light Rail,Child/Youth,Feb,2017,796
Tram,Arlington Light Rail,Child/Youth,Feb,2018,798
Tram,Arlington Light Rail,Child/Youth,Feb,2019,846
Tram,Arlington Light Rail,Child/Youth,Mar,2017,935
Tram,Arlington Light Rail,Child/Youth,Mar,2018,842
Tram,Arlington Light Rail,Child/Youth,Apr,2017,"1,119"
Tram,Arlington Light Rail,Child/Youth,Apr,2018,"1,006"
Tram,Arlington Light Rail,Child/Youth,May,2017,784
Tram,Arlington Light Rail,Child/Youth,May,2018,890
Tram,Arlington Light Rail,Child/Youth,Jun,2017,835
Tram,Arlington Light Rail,Child/Youth,Jun,2018,748
Tram,Arlington Light Rail,Child/Youth,Jul,2016,"1,292"
Tram,Arlington Light Rail,Child/Youth,Jul,2017,"1,207"
Tram,Arlington Light Rail,Child/Youth,Jul,2018,"1,036"
Tram,Arlington Light Rail,Child/Youth,Aug,2016,"1,244"
Tram,Arlington Light Rail,Child/Youth,Aug,2017,846
Tram,Arlington Light Rail,Child/Youth,Aug,2018,777
Tram,Arlington Light Rail,Child/Youth,Sep,2016,"1,187"
Tram,Arlington Light Rail,Child/Youth,Sep,2017,911
Tram,Arlington Light Rail,Child/Youth,Sep,2018,915
Tram,Arlington Light Rail,Child/Youth,Oct,2016,"1,087"
Tram,Arlington Light Rail,Child/Youth,Oct,2017,"1,026"
Tram,Arlington Light Rail,Child/Youth,Oct,2018,"1,008"
Tram,Arlington Light Rail,Child/Youth,Nov,2016,837
Tram,Arlington Light Rail,Child/Youth,Nov,2017,924
Tram,Arlington Light Rail,Child/Youth,Nov,2018,833
Tram,Arlington Light Rail,Child/Youth,Dec,2016,"1,028"
Tram,Arlington Light Rail,Child/Youth,Dec,2017,"1,105"
Tram,Arlington Light Rail,Child/Youth,Dec,2018,974
Tram,Arlington Light Rail,Concession,Jan,2017,448
Tram,Arlington Light Rail,Concession,Jan,2018,247
Tram,Arlington Light Rail,Concession,Jan,2019,336
Tram,Arlington Light Rail,Concession,Feb,2017,675
Tram,Arlington Light Rail,Concession,Feb,2018,532
Tram,Arlington Light Rail,Concession,Feb,2019,511
Tram,Arlington Light Rail,Concession,Mar,2017,870
Tram,Arlington Light Rail,Concession,Mar,2018,747
Tram,Arlington Light Rail,Concession,Apr,2017,673
Tram,Arlington Light Rail,Concession,Apr,2018,636
Tram,Arlington Light Rail,Concession,May,2017,695
Tram,Arlington Light Rail,Concession,May,2018,668
Tram,Arlington Light Rail,Concession,Jun,2017,686
Tram,Arlington Light Rail,Concession,Jun,2018,597
Tram,Arlington Light Rail,Concession,Jul,2016,482
Tram,Arlington Light Rail,Concession,Jul,2017,598
Tram,Arlington Light Rail,Concession,Jul,2018,469
Tram,Arlington Light Rail,Concession,Aug,2016,636
Tram,Arlington Light Rail,Concession,Aug,2017,768
Tram,Arlington Light Rail,Concession,Aug,2018,593
Tram,Arlington Light Rail,Concession,Sep,2016,600
Tram,Arlington Light Rail,Concession,Sep,2017,756
Tram,Arlington Light Rail,Concession,Sep,2018,557
Tram,Arlington Light Rail,Concession,Oct,2016,659
Tram,Arlington Light Rail,Concession,Oct,2017,698
Tram,Arlington Light Rail,Concession,Oct,2018,583
Tram,Arlington Light Rail,Concession,Nov,2016,503
Tram,Arlington Light Rail,Concession,Nov,2017,621
Tram,Arlington Light Rail,Concession,Nov,2018,520
Tram,Arlington Light Rail,Concession,Dec,2016,532
Tram,Arlington Light Rail,Concession,Dec,2017,584
Tram,Arlington Light Rail,Concession,Dec,2018,424
Tram,Arlington Light Rail,CTP,Jan,2019,634
Tram,Arlington Light Rail,CTP,Feb,2019,743
Tram,Arlington Light Rail,CTP,Mar,2018,36
Tram,Arlington Light Rail,CTP,Apr,2018,109
Tram,Arlington Light Rail,CTP,May,2018,164
Tram,Arlington Light Rail,CTP,Jun,2018,139
Tram,Arlington Light Rail,CTP,Jul,2018,164
Tram,Arlington Light Rail,CTP,Aug,2018,155
Tram,Arlington Light Rail,CTP,Sep,2018,227
Tram,Arlington Light Rail,CTP,Oct,2018,235
Tram,Arlington Light Rail,CTP,Nov,2018,412
Tram,Arlington Light Rail,CTP,Dec,2018,535
Tram,Arlington Light Rail,Employee,Jan,2019,19
Tram,Arlington Light Rail,Employee,Feb,2019,25
Tram,Arlington Light Rail,Employee,Aug,2018,13
Tram,Arlington Light Rail,Employee,Sep,2018,29
Tram,Arlington Light Rail,Employee,Oct,2018,46
Tram,Arlington Light Rail,Employee,Nov,2018,30
Tram,Arlington Light Rail,Employee,Dec,2018,10
Tram,Arlington Light Rail,Free Travel,Jan,2017,2
Tram,Arlington Light Rail,Free Travel,Jan,2018,12
Tram,Arlington Light Rail,Free Travel,Jan,2019,19
Tram,Arlington Light Rail,Free Travel,Feb,2017,5
Tram,Arlington Light Rail,Free Travel,Feb,2018,12
Tram,Arlington Light Rail,Free Travel,Feb,2019,24
Tram,Arlington Light Rail,Free Travel,Mar,2017,2
Tram,Arlington Light Rail,Free Travel,Mar,2018,17
Tram,Arlington Light Rail,Free Travel,Apr,2017,4
Tram,Arlington Light Rail,Free Travel,Apr,2018,14
Tram,Arlington Light Rail,Free Travel,May,2017,4
Tram,Arlington Light Rail,Free Travel,May,2018,18
Tram,Arlington Light Rail,Free Travel,Jun,2017,1
Tram,Arlington Light Rail,Free Travel,Jun,2018,13
Tram,Arlington Light Rail,Free Travel,Jul,2016,16
Tram,Arlington Light Rail,Free Travel,Jul,2017,1
Tram,Arlington Light Rail,Free Travel,Jul,2018,20
Tram,Arlington Light Rail,Free Travel,Aug,2016,12
Tram,Arlington Light Rail,Free Travel,Aug,2017,8
Tram,Arlington Light Rail,Free Travel,Aug,2018,24
Tram,Arlington Light Rail,Free Travel,Sep,2016,16
Tram,Arlington Light Rail,Free Travel,Sep,2017,3
Tram,Arlington Light Rail,Free Travel,Sep,2018,14
Tram,Arlington Light Rail,Free Travel,Oct,2016,18
Tram,Arlington Light Rail,Free Travel,Oct,2017,14
Tram,Arlington Light Rail,Free Travel,Oct,2018,13
Tram,Arlington Light Rail,Free Travel,Nov,2016,12
Tram,Arlington Light Rail,Free Travel,Nov,2017,19
Tram,Arlington Light Rail,Free Travel,Nov,2018,20
Tram,Arlington Light Rail,Free Travel,Dec,2016,13
Tram,Arlington Light Rail,Free Travel,Dec,2017,17
Tram,Arlington Light Rail,Free Travel,Dec,2018,13
Tram,Arlington Light Rail,School Student,Jan,2017,11
Tram,Arlington Light Rail,School Student,Jan,2018,21
Tram,Arlington Light Rail,School Student,Jan,2019,35
Tram,Arlington Light Rail,School Student,Feb,2017,319
Tram,Arlington Light Rail,School Student,Feb,2018,347
Tram,Arlington Light Rail,School Student,Feb,2019,514
Tram,Arlington Light Rail,School Student,Mar,2017,337
Tram,Arlington Light Rail,School Student,Mar,2018,243
Tram,Arlington Light Rail,School Student,Apr,2017,114
Tram,Arlington Light Rail,School Student,Apr,2018,126
Tram,Arlington Light Rail,School Student,May,2017,296
Tram,Arlington Light Rail,School Student,May,2018,391
Tram,Arlington Light Rail,School Student,Jun,2017,236
Tram,Arlington Light Rail,School Student,Jun,2018,317
Tram,Arlington Light Rail,School Student,Jul,2016,66
Tram,Arlington Light Rail,School Student,Jul,2017,175
Tram,Arlington Light Rail,School Student,Jul,2018,142
Tram,Arlington Light Rail,School Student,Aug,2016,330
Tram,Arlington Light Rail,School Student,Aug,2017,417
Tram,Arlington Light Rail,School Student,Aug,2018,453
Tram,Arlington Light Rail,School Student,Sep,2016,246
Tram,Arlington Light Rail,School Student,Sep,2017,280
Tram,Arlington Light Rail,School Student,Sep,2018,361
Tram,Arlington Light Rail,School Student,Oct,2016,232
Tram,Arlington Light Rail,School Student,Oct,2017,216
Tram,Arlington Light Rail,School Student,Oct,2018,249
Tram,Arlington Light Rail,School Student,Nov,2016,287
Tram,Arlington Light Rail,School Student,Nov,2017,337
Tram,Arlington Light Rail,School Student,Nov,2018,462
Tram,Arlington Light Rail,School Student,Dec,2016,72
Tram,Arlington Light Rail,School Student,Dec,2017,105
Tram,Arlington Light Rail,School Student,Dec,2018,123
Tram,Arlington Light Rail,Senior/Pensioner,Jan,2017,797
Tram,Arlington Light Rail,Senior/Pensioner,Jan,2018,473
Tram,Arlington Light Rail,Senior/Pensioner,Jan,2019,968
Tram,Arlington Light Rail,Senior/Pensioner,Feb,2017,778
Tram,Arlington Light Rail,Senior/Pensioner,Feb,2018,902
Tram,Arlington Light Rail,Senior/Pensioner,Feb,2019,"1,079"
Tram,Arlington Light Rail,Senior/Pensioner,Mar,2017,890
Tram,Arlington Light Rail,Senior/Pensioner,Mar,2018,"1,114"
Tram,Arlington Light Rail,Senior/Pensioner,Apr,2017,890
Tram,Arlington Light Rail,Senior/Pensioner,Apr,2018,963
Tram,Arlington Light Rail,Senior/Pensioner,May,2017,871
Tram,Arlington Light Rail,Senior/Pensioner,May,2018,"1,022"
Tram,Arlington Light Rail,Senior/Pensioner,Jun,2017,967
Tram,Arlington Light Rail,Senior/Pensioner,Jun,2018,903
Tram,Arlington Light Rail,Senior/Pensioner,Jul,2016,848
Tram,Arlington Light Rail,Senior/Pensioner,Jul,2017,964
Tram,Arlington Light Rail,Senior/Pensioner,Jul,2018,979
Tram,Arlington Light Rail,Senior/Pensioner,Aug,2016,888
Tram,Arlington Light Rail,Senior/Pensioner,Aug,2017,861
Tram,Arlington Light Rail,Senior/Pensioner,Aug,2018,986
Tram,Arlington Light Rail,Senior/Pensioner,Sep,2016,851
Tram,Arlington Light Rail,Senior/Pensioner,Sep,2017,809
Tram,Arlington Light Rail,Senior/Pensioner,Sep,2018,962
Tram,Arlington Light Rail,Senior/Pensioner,Oct,2016,924
Tram,Arlington Light Rail,Senior/Pensioner,Oct,2017,862
Tram,Arlington Light Rail,Senior/Pensioner,Oct,2018,"1,002"
Tram,Arlington Light Rail,Senior/Pensioner,Nov,2016,774
Tram,Arlington Light Rail,Senior/Pensioner,Nov,2017,932
Tram,Arlington Light Rail,Senior/Pensioner,Nov,2018,"1,090"
Tram,Arlington Light Rail,Senior/Pensioner,Dec,2016,888
Tram,Arlington Light Rail,Senior/Pensioner,Dec,2017,945
Tram,Arlington Light Rail,Senior/Pensioner,Dec,2018,"1,112"
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jan,2017,59
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jan,2018,36
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jan,2019,1
Tram,Arlington Light Rail,Sgl Trip LR Adult,Feb,2017,33
Tram,Arlington Light Rail,Sgl Trip LR Adult,Feb,2018,82
Tram,Arlington Light Rail,Sgl Trip LR Adult,Mar,2017,43
Tram,Arlington Light Rail,Sgl Trip LR Adult,Mar,2018,59
Tram,Arlington Light Rail,Sgl Trip LR Adult,Apr,2017,58
Tram,Arlington Light Rail,Sgl Trip LR Adult,Apr,2018,66
Tram,Arlington Light Rail,Sgl Trip LR Adult,May,2017,33
Tram,Arlington Light Rail,Sgl Trip LR Adult,May,2018,66
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jun,2017,46
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jun,2018,58
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jul,2016,30
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jul,2017,77
Tram,Arlington Light Rail,Sgl Trip LR Adult,Jul,2018,54
Tram,Arlington Light Rail,Sgl Trip LR Adult,Aug,2016,28
Tram,Arlington Light Rail,Sgl Trip LR Adult,Aug,2017,53
Tram,Arlington Light Rail,Sgl Trip LR Adult,Aug,2018,49
Tram,Arlington Light Rail,Sgl Trip LR Adult,Sep,2016,47
Tram,Arlington Light Rail,Sgl Trip LR Adult,Sep,2017,61
Tram,Arlington Light Rail,Sgl Trip LR Adult,Sep,2018,51
Tram,Arlington Light Rail,Sgl Trip LR Adult,Oct,2016,53
Tram,Arlington Light Rail,Sgl Trip LR Adult,Oct,2017,73
Tram,Arlington Light Rail,Sgl Trip LR Adult,Oct,2018,53
Tram,Arlington Light Rail,Sgl Trip LR Adult,Nov,2016,24
Tram,Arlington Light Rail,Sgl Trip LR Adult,Nov,2017,86
Tram,Arlington Light Rail,Sgl Trip LR Adult,Dec,2016,68
Tram,Arlington Light Rail,Sgl Trip LR Adult,Dec,2017,119
Tram,Arlington Light Rail,Sgl Trip LR Adult,Dec,2018,1
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jan,2017,33
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jan,2018,18
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jan,2019,2
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Feb,2017,5
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Feb,2018,20
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Mar,2017,10
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Mar,2018,24
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Apr,2017,33
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Apr,2018,37
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,May,2017,18
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,May,2018,21
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jun,2017,28
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jun,2018,15
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jul,2016,12
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jul,2017,38
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Jul,2018,24
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Aug,2016,23
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Aug,2017,13
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Aug,2018,13
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Sep,2016,26
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Sep,2017,31
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Sep,2018,11
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Oct,2016,30
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Oct,2017,28
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Oct,2018,17
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Nov,2016,6
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Nov,2017,20
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Dec,2016,37
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Dec,2017,31
Tram,Arlington Light Rail,Sgl Trip LR Child/Youth,Dec,2018,1
Tram,Capitol Square Light Rail,Adult,Jan,2017,"10,831"
Tram,Capitol Square Light Rail,Adult,Jan,2018,"3,084"
Tram,Capitol Square Light Rail,Adult,Jan,2019,"21,453"
Tram,Capitol Square Light Rail,Adult,Feb,2017,"36,984"
Tram,Capitol Square Light Rail,Adult,Feb,2018,"35,051"
Tram,Capitol Square Light Rail,Adult,Feb,2019,"35,564"
Tram,Capitol Square Light Rail,Adult,Mar,2017,"42,333"
Tram,Capitol Square Light Rail,Adult,Mar,2018,"39,580"
Tram,Capitol Square Light Rail,Adult,Apr,2017,"41,155"
Tram,Capitol Square Light Rail,Adult,Apr,2018,"37,559"
Tram,Capitol Square Light Rail,Adult,May,2017,"41,958"
Tram,Capitol Square Light Rail,Adult,May,2018,"38,872"
Tram,Capitol Square Light Rail,Adult,Jun,2017,"40,982"
Tram,Capitol Square Light Rail,Adult,Jun,2018,"38,667"
Tram,Capitol Square Light Rail,Adult,Jul,2016,"65,485"
Tram,Capitol Square Light Rail,Adult,Jul,2017,"41,402"
Tram,Capitol Square Light Rail,Adult,Jul,2018,"39,306"
Tram,Capitol Square Light Rail,Adult,Aug,2016,"70,265"
Tram,Capitol Square Light Rail,Adult,Aug,2017,"38,828"
Tram,Capitol Square Light Rail,Adult,Aug,2018,"39,007"
Tram,Capitol Square Light Rail,Adult,Sep,2016,"43,954"
Tram,Capitol Square Light Rail,Adult,Sep,2017,"36,674"
Tram,Capitol Square Light Rail,Adult,Sep,2018,"37,555"
Tram,Capitol Square Light Rail,Adult,Oct,2016,"41,569"
Tram,Capitol Square Light Rail,Adult,Oct,2017,"41,242"
Tram,Capitol Square Light Rail,Adult,Oct,2018,"35,008"
Tram,Capitol Square Light Rail,Adult,Nov,2016,"35,442"
Tram,Capitol Square Light Rail,Adult,Nov,2017,"41,553"
Tram,Capitol Square Light Rail,Adult,Nov,2018,"36,501"
Tram,Capitol Square Light Rail,Adult,Dec,2016,"36,124"
Tram,Capitol Square Light Rail,Adult,Dec,2017,"42,509"
Tram,Capitol Square Light Rail,Adult,Dec,2018,"38,579"
Tram,Capitol Square Light Rail,Child/Youth,Jan,2017,828
Tram,Capitol Square Light Rail,Child/Youth,Jan,2018,181
Tram,Capitol Square Light Rail,Child/Youth,Jan,2019,"1,967"
Tram,Capitol Square Light Rail,Child/Youth,Feb,2017,"1,457"
Tram,Capitol Square Light Rail,Child/Youth,Feb,2018,"1,639"
Tram,Capitol Square Light Rail,Child/Youth,Feb,2019,"2,082"
Tram,Capitol Square Light Rail,Child/Youth,Mar,2017,"1,576"
Tram,Capitol Square Light Rail,Child/Youth,Mar,2018,"1,764"
Tram,Capitol Square Light Rail,Child/Youth,Apr,2017,"2,263"
Tram,Capitol Square Light Rail,Child/Youth,Apr,2018,"2,187"
Tram,Capitol Square Light Rail,Child/Youth,May,2017,"1,231"
Tram,Capitol Square Light Rail,Child/Youth,May,2018,"1,299"
Tram,Capitol Square Light Rail,Child/Youth,Jun,2017,"1,645"
Tram,Capitol Square Light Rail,Child/Youth,Jun,2018,"1,570"
Tram,Capitol Square Light Rail,Child/Youth,Jul,2016,"2,607"
Tram,Capitol Square Light Rail,Child/Youth,Jul,2017,"2,324"
Tram,Capitol Square Light Rail,Child/Youth,Jul,2018,"2,315"
Tram,Capitol Square Light Rail,Child/Youth,Aug,2016,"2,113"
Tram,Capitol Square Light Rail,Child/Youth,Aug,2017,"1,386"
Tram,Capitol Square Light Rail,Child/Youth,Aug,2018,"1,523"
Tram,Capitol Square Light Rail,Child/Youth,Sep,2016,"2,120"
Tram,Capitol Square Light Rail,Child/Youth,Sep,2017,"1,442"
Tram,Capitol Square Light Rail,Child/Youth,Sep,2018,"1,329"
Tram,Capitol Square Light Rail,Child/Youth,Oct,2016,"1,958"
Tram,Capitol Square Light Rail,Child/Youth,Oct,2017,"1,539"
Tram,Capitol Square Light Rail,Child/Youth,Oct,2018,"1,416"
Tram,Capitol Square Light Rail,Child/Youth,Nov,2016,"1,284"
Tram,Capitol Square Light Rail,Child/Youth,Nov,2017,"1,509"
Tram,Capitol Square Light Rail,Child/Youth,Nov,2018,"1,451"
Tram,Capitol Square Light Rail,Child/Youth,Dec,2016,"1,904"
Tram,Capitol Square Light Rail,Child/Youth,Dec,2017,"2,340"
Tram,Capitol Square Light Rail,Child/Youth,Dec,2018,"1,843"
Tram,Capitol Square Light Rail,Concession,Jan,2017,300
Tram,Capitol Square Light Rail,Concession,Jan,2018,128
Tram,Capitol Square Light Rail,Concession,Jan,2019,596
Tram,Capitol Square Light Rail,Concession,Feb,2017,"1,271"
Tram,Capitol Square Light Rail,Concession,Feb,2018,"1,223"
Tram,Capitol Square Light Rail,Concession,Feb,2019,"1,140"
Tram,Capitol Square Light Rail,Concession,Mar,2017,"1,861"
Tram,Capitol Square Light Rail,Concession,Mar,2018,"1,530"
Tram,Capitol Square Light Rail,Concession,Apr,2017,"1,529"
Tram,Capitol Square Light Rail,Concession,Apr,2018,"1,295"
Tram,Capitol Square Light Rail,Concession,May,2017,"1,414"
Tram,Capitol Square Light Rail,Concession,May,2018,"1,162"
Tram,Capitol Square Light Rail,Concession,Jun,2017,"1,404"
Tram,Capitol Square Light Rail,Concession,Jun,2018,"1,139"
Tram,Capitol Square Light Rail,Concession,Jul,2016,"1,926"
Tram,Capitol Square Light Rail,Concession,Jul,2017,"1,516"
Tram,Capitol Square Light Rail,Concession,Jul,2018,"1,233"
Tram,Capitol Square Light Rail,Concession,Aug,2016,"2,316"
Tram,Capitol Square Light Rail,Concession,Aug,2017,"1,567"
Tram,Capitol Square Light Rail,Concession,Aug,2018,"1,428"
Tram,Capitol Square Light Rail,Concession,Sep,2016,"1,540"
Tram,Capitol Square Light Rail,Concession,Sep,2017,"1,345"
Tram,Capitol Square Light Rail,Concession,Sep,2018,"1,172"
Tram,Capitol Square Light Rail,Concession,Oct,2016,"1,404"
Tram,Capitol Square Light Rail,Concession,Oct,2017,"1,335"
Tram,Capitol Square Light Rail,Concession,Oct,2018,991
Tram,Capitol Square Light Rail,Concession,Nov,2016,"1,108"
Tram,Capitol Square Light Rail,Concession,Nov,2017,"1,400"
Tram,Capitol Square Light Rail,Concession,Nov,2018,"1,113"
Tram,Capitol Square Light Rail,Concession,Dec,2016,"1,250"
Tram,Capitol Square Light Rail,Concession,Dec,2017,"1,396"
Tram,Capitol Square Light Rail,Concession,Dec,2018,"1,149"
Tram,Capitol Square Light Rail,CTP,Jan,2019,675
Tram,Capitol Square Light Rail,CTP,Feb,2019,"1,226"
Tram,Capitol Square Light Rail,CTP,Mar,2018,138
Tram,Capitol Square Light Rail,CTP,Apr,2018,361
Tram,Capitol Square Light Rail,CTP,May,2018,399
Tram,Capitol Square Light Rail,CTP,Jun,2018,469
Tram,Capitol Square Light Rail,CTP,Jul,2018,548
Tram,Capitol Square Light Rail,CTP,Aug,2018,561
Tram,Capitol Square Light Rail,CTP,Sep,2018,623
Tram,Capitol Square Light Rail,CTP,Oct,2018,645
Tram,Capitol Square Light Rail,CTP,Nov,2018,691
Tram,Capitol Square Light Rail,CTP,Dec,2018,"1,053"
Tram,Capitol Square Light Rail,Day Pass without SAF,Feb,2019,2
Tram,Capitol Square Light Rail,Employee,Jan,2019,52
Tram,Capitol Square Light Rail,Employee,Feb,2019,65
Tram,Capitol Square Light Rail,Employee,Apr,2018,1
Tram,Capitol Square Light Rail,Employee,Jul,2018,4
Tram,Capitol Square Light Rail,Employee,Aug,2018,66
Tram,Capitol Square Light Rail,Employee,Sep,2018,102
Tram,Capitol Square Light Rail,Employee,Oct,2018,103
Tram,Capitol Square Light Rail,Employee,Nov,2018,98
Tram,Capitol Square Light Rail,Employee,Dec,2018,91
Tram,Capitol Square Light Rail,Free Travel,Jan,2017,17
Tram,Capitol Square Light Rail,Free Travel,Jan,2018,4
Tram,Capitol Square Light Rail,Free Travel,Jan,2019,32
Tram,Capitol Square Light Rail,Free Travel,Feb,2017,27
Tram,Capitol Square Light Rail,Free Travel,Feb,2018,52
Tram,Capitol Square Light Rail,Free Travel,Feb,2019,45
Tram,Capitol Square Light Rail,Free Travel,Mar,2017,59
Tram,Capitol Square Light Rail,Free Travel,Mar,2018,48
Tram,Capitol Square Light Rail,Free Travel,Apr,2017,34
Tram,Capitol Square Light Rail,Free Travel,Apr,2018,55
Tram,Capitol Square Light Rail,Free Travel,May,2017,51
Tram,Capitol Square Light Rail,Free Travel,May,2018,31
Tram,Capitol Square Light Rail,Free Travel,Jun,2017,51
Tram,Capitol Square Light Rail,Free Travel,Jun,2018,42
Tram,Capitol Square Light Rail,Free Travel,Jul,2016,28
Tram,Capitol Square Light Rail,Free Travel,Jul,2017,43
Tram,Capitol Square Light Rail,Free Travel,Jul,2018,30
Tram,Capitol Square Light Rail,Free Travel,Aug,2016,33
Tram,Capitol Square Light Rail,Free Travel,Aug,2017,42
Tram,Capitol Square Light Rail,Free Travel,Aug,2018,37
Tram,Capitol Square Light Rail,Free Travel,Sep,2016,44
Tram,Capitol Square Light Rail,Free Travel,Sep,2017,53
Tram,Capitol Square Light Rail,Free Travel,Sep,2018,60
Tram,Capitol Square Light Rail,Free Travel,Oct,2016,38
Tram,Capitol Square Light Rail,Free Travel,Oct,2017,53
Tram,Capitol Square Light Rail,Free Travel,Oct,2018,40
Tram,Capitol Square Light Rail,Free Travel,Nov,2016,33
Tram,Capitol Square Light Rail,Free Travel,Nov,2017,37
Tram,Capitol Square Light Rail,Free Travel,Nov,2018,42
Tram,Capitol Square Light Rail,Free Travel,Dec,2016,51
Tram,Capitol Square Light Rail,Free Travel,Dec,2017,47
Tram,Capitol Square Light Rail,Free Travel,Dec,2018,55
Tram,Capitol Square Light Rail,School Student,Jan,2017,2
Tram,Capitol Square Light Rail,School Student,Jan,2018,6
Tram,Capitol Square Light Rail,School Student,Jan,2019,4
Tram,Capitol Square Light Rail,School Student,Feb,2017,100
Tram,Capitol Square Light Rail,School Student,Feb,2018,109
Tram,Capitol Square Light Rail,School Student,Feb,2019,76
Tram,Capitol Square Light Rail,School Student,Mar,2017,150
Tram,Capitol Square Light Rail,School Student,Mar,2018,84
Tram,Capitol Square Light Rail,School Student,Apr,2017,58
Tram,Capitol Square Light Rail,School Student,Apr,2018,34
Tram,Capitol Square Light Rail,School Student,May,2017,148
Tram,Capitol Square Light Rail,School Student,May,2018,101
Tram,Capitol Square Light Rail,School Student,Jun,2017,100
Tram,Capitol Square Light Rail,School Student,Jun,2018,77
Tram,Capitol Square Light Rail,School Student,Jul,2016,5
Tram,Capitol Square Light Rail,School Student,Jul,2017,44
Tram,Capitol Square Light Rail,School Student,Jul,2018,56
Tram,Capitol Square Light Rail,School Student,Aug,2016,32
Tram,Capitol Square Light Rail,School Student,Aug,2017,149
Tram,Capitol Square Light Rail,School Student,Aug,2018,114
Tram,Capitol Square Light Rail,School Student,Sep,2016,18
