ModeOfTransport,Name,Type,Month,Year,PassengerCount
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Feb,2018,113
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Feb,2019,67
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Mar,2017,78
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Mar,2018,130
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Apr,2017,133
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Apr,2018,150
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,May,2017,57
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,May,2018,95
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Jun,2017,123
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Jun,2018,138
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Jul,2016,61
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Jul,2017,205
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Jul,2018,144
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Aug,2016,72
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Aug,2017,155
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Aug,2018,97
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Sep,2016,78
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Sep,2017,134
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Sep,2018,72
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Oct,2016,84
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Oct,2017,150
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Oct,2018,113
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Nov,2016,39
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Nov,2017,115
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Nov,2018,76
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Dec,2016,96
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Dec,2017,220
Tram,Central Station Light Rail,Sgl Trip LR Child/Youth,Dec,2018,135
Tram,Civic Light Rail,Adult,Feb,2019,"4,364"
Tram,Civic Light Rail,Child/Youth,Feb,2019,319
Tram,Civic Light Rail,Concession,Feb,2019,642
Tram,Civic Light Rail,CTP,Feb,2019,274
Tram,Civic Light Rail,Employee,Feb,2019,7
Tram,Civic Light Rail,Free Travel,Feb,2019,23
Tram,Civic Light Rail,School Student,Feb,2019,44
Tram,Civic Light Rail,Senior/Pensioner,Feb,2019,"1,013"
Tram,Civic Light Rail,Sgl Trip LR Adult,Feb,2019,58
Tram,Civic Light Rail,Sgl Trip LR Child/Youth,Feb,2019,18
Tram,Convention Centre Light Rail,Adult,Jan,2017,"23,215"
Tram,Convention Centre Light Rail,Adult,Jan,2018,"11,920"
Tram,Convention Centre Light Rail,Adult,Jan,2019,"36,174"
Tram,Convention Centre Light Rail,Adult,Feb,2017,"30,751"
Tram,Convention Centre Light Rail,Adult,Feb,2018,"31,867"
Tram,Convention Centre Light Rail,Adult,Feb,2019,"33,251"
Tram,Convention Centre Light Rail,Adult,Mar,2017,"37,383"
Tram,Convention Centre Light Rail,Adult,Mar,2018,"35,384"
Tram,Convention Centre Light Rail,Adult,Apr,2017,"34,511"
Tram,Convention Centre Light Rail,Adult,Apr,2018,"34,564"
Tram,Convention Centre Light Rail,Adult,May,2017,"33,815"
Tram,Convention Centre Light Rail,Adult,May,2018,"37,238"
Tram,Convention Centre Light Rail,Adult,Jun,2017,"37,087"
Tram,Convention Centre Light Rail,Adult,Jun,2018,"36,948"
Tram,Convention Centre Light Rail,Adult,Jul,2016,"29,645"
Tram,Convention Centre Light Rail,Adult,Jul,2017,"33,437"
Tram,Convention Centre Light Rail,Adult,Jul,2018,"33,934"
Tram,Convention Centre Light Rail,Adult,Aug,2016,"28,173"
Tram,Convention Centre Light Rail,Adult,Aug,2017,"31,065"
Tram,Convention Centre Light Rail,Adult,Aug,2018,"35,807"
Tram,Convention Centre Light Rail,Adult,Sep,2016,"27,971"
Tram,Convention Centre Light Rail,Adult,Sep,2017,"29,999"
Tram,Convention Centre Light Rail,Adult,Sep,2018,"35,705"
Tram,Convention Centre Light Rail,Adult,Oct,2016,"26,999"
Tram,Convention Centre Light Rail,Adult,Oct,2017,"35,194"
Tram,Convention Centre Light Rail,Adult,Oct,2018,"35,109"
Tram,Convention Centre Light Rail,Adult,Nov,2016,"24,170"
Tram,Convention Centre Light Rail,Adult,Nov,2017,"36,433"
Tram,Convention Centre Light Rail,Adult,Nov,2018,"36,598"
Tram,Convention Centre Light Rail,Adult,Dec,2016,"29,258"
Tram,Convention Centre Light Rail,Adult,Dec,2017,"38,514"
Tram,Convention Centre Light Rail,Adult,Dec,2018,"36,717"
Tram,Convention Centre Light Rail,Child/Youth,Jan,2017,"3,936"
Tram,Convention Centre Light Rail,Child/Youth,Jan,2018,"1,988"
Tram,Convention Centre Light Rail,Child/Youth,Jan,2019,"5,151"
Tram,Convention Centre Light Rail,Child/Youth,Feb,2017,"1,988"
Tram,Convention Centre Light Rail,Child/Youth,Feb,2018,"2,278"
Tram,Convention Centre Light Rail,Child/Youth,Feb,2019,"2,471"
Tram,Convention Centre Light Rail,Child/Youth,Mar,2017,"2,125"
Tram,Convention Centre Light Rail,Child/Youth,Mar,2018,"2,388"
Tram,Convention Centre Light Rail,Child/Youth,Apr,2017,"4,193"
Tram,Convention Centre Light Rail,Child/Youth,Apr,2018,"3,872"
Tram,Convention Centre Light Rail,Child/Youth,May,2017,"1,737"
Tram,Convention Centre Light Rail,Child/Youth,May,2018,"2,155"
Tram,Convention Centre Light Rail,Child/Youth,Jun,2017,"3,464"
Tram,Convention Centre Light Rail,Child/Youth,Jun,2018,"3,574"
Tram,Convention Centre Light Rail,Child/Youth,Jul,2016,"3,382"
Tram,Convention Centre Light Rail,Child/Youth,Jul,2017,"3,853"
Tram,Convention Centre Light Rail,Child/Youth,Jul,2018,"4,532"
Tram,Convention Centre Light Rail,Child/Youth,Aug,2016,"1,822"
Tram,Convention Centre Light Rail,Child/Youth,Aug,2017,"1,835"
Tram,Convention Centre Light Rail,Child/Youth,Aug,2018,"2,602"
Tram,Convention Centre Light Rail,Child/Youth,Sep,2016,"2,300"
Tram,Convention Centre Light Rail,Child/Youth,Sep,2017,"2,622"
Tram,Convention Centre Light Rail,Child/Youth,Sep,2018,"2,863"
Tram,Convention Centre Light Rail,Child/Youth,Oct,2016,"2,339"
Tram,Convention Centre Light Rail,Child/Youth,Oct,2017,"2,780"
Tram,Convention Centre Light Rail,Child/Youth,Oct,2018,"3,166"
Tram,Convention Centre Light Rail,Child/Youth,Nov,2016,"1,521"
Tram,Convention Centre Light Rail,Child/Youth,Nov,2017,"2,584"
Tram,Convention Centre Light Rail,Child/Youth,Nov,2018,"2,803"
Tram,Convention Centre Light Rail,Child/Youth,Dec,2016,"2,864"
Tram,Convention Centre Light Rail,Child/Youth,Dec,2017,"3,862"
Tram,Convention Centre Light Rail,Child/Youth,Dec,2018,"4,074"
Tram,Convention Centre Light Rail,Concession,Jan,2017,888
Tram,Convention Centre Light Rail,Concession,Jan,2018,511
Tram,Convention Centre Light Rail,Concession,Jan,2019,"1,211"
Tram,Convention Centre Light Rail,Concession,Feb,2017,"1,471"
Tram,Convention Centre Light Rail,Concession,Feb,2018,"1,409"
Tram,Convention Centre Light Rail,Concession,Feb,2019,"1,449"
Tram,Convention Centre Light Rail,Concession,Mar,2017,"2,134"
Tram,Convention Centre Light Rail,Concession,Mar,2018,"1,752"
Tram,Convention Centre Light Rail,Concession,Apr,2017,"1,623"
Tram,Convention Centre Light Rail,Concession,Apr,2018,"1,554"
Tram,Convention Centre Light Rail,Concession,May,2017,"1,581"
Tram,Convention Centre Light Rail,Concession,May,2018,"1,567"
Tram,Convention Centre Light Rail,Concession,Jun,2017,"1,760"
Tram,Convention Centre Light Rail,Concession,Jun,2018,"1,595"
Tram,Convention Centre Light Rail,Concession,Jul,2016,"1,377"
Tram,Convention Centre Light Rail,Concession,Jul,2017,"1,724"
Tram,Convention Centre Light Rail,Concession,Jul,2018,"1,494"
Tram,Convention Centre Light Rail,Concession,Aug,2016,"1,302"
Tram,Convention Centre Light Rail,Concession,Aug,2017,"1,636"
Tram,Convention Centre Light Rail,Concession,Aug,2018,"1,614"
Tram,Convention Centre Light Rail,Concession,Sep,2016,"1,230"
Tram,Convention Centre Light Rail,Concession,Sep,2017,"1,428"
Tram,Convention Centre Light Rail,Concession,Sep,2018,"1,673"
Tram,Convention Centre Light Rail,Concession,Oct,2016,"1,185"
Tram,Convention Centre Light Rail,Concession,Oct,2017,"1,580"
Tram,Convention Centre Light Rail,Concession,Oct,2018,"1,392"
Tram,Convention Centre Light Rail,Concession,Nov,2016,"1,238"
Tram,Convention Centre Light Rail,Concession,Nov,2017,"1,648"
Tram,Convention Centre Light Rail,Concession,Nov,2018,"1,429"
Tram,Convention Centre Light Rail,Concession,Dec,2016,"1,139"
Tram,Convention Centre Light Rail,Concession,Dec,2017,"1,370"
Tram,Convention Centre Light Rail,Concession,Dec,2018,"1,237"
Tram,Convention Centre Light Rail,CTP,Jan,2019,"1,686"
Tram,Convention Centre Light Rail,CTP,Feb,2019,"1,377"
Tram,Convention Centre Light Rail,CTP,Mar,2018,238
Tram,Convention Centre Light Rail,CTP,Apr,2018,369
Tram,Convention Centre Light Rail,CTP,May,2018,471
Tram,Convention Centre Light Rail,CTP,Jun,2018,473
Tram,Convention Centre Light Rail,CTP,Jul,2018,544
Tram,Convention Centre Light Rail,CTP,Aug,2018,601
Tram,Convention Centre Light Rail,CTP,Sep,2018,622
Tram,Convention Centre Light Rail,CTP,Oct,2018,596
Tram,Convention Centre Light Rail,CTP,Nov,2018,726
Tram,Convention Centre Light Rail,CTP,Dec,2018,"1,228"
Tram,Convention Centre Light Rail,Employee,Jan,2019,90
Tram,Convention Centre Light Rail,Employee,Feb,2019,85
Tram,Convention Centre Light Rail,Employee,Jul,2017,1
Tram,Convention Centre Light Rail,Employee,Aug,2018,73
Tram,Convention Centre Light Rail,Employee,Sep,2018,97
Tram,Convention Centre Light Rail,Employee,Oct,2018,103
Tram,Convention Centre Light Rail,Employee,Nov,2017,1
Tram,Convention Centre Light Rail,Employee,Nov,2018,78
Tram,Convention Centre Light Rail,Employee,Dec,2018,93
Tram,Convention Centre Light Rail,Free Travel,Jan,2017,37
Tram,Convention Centre Light Rail,Free Travel,Jan,2018,29
Tram,Convention Centre Light Rail,Free Travel,Jan,2019,50
Tram,Convention Centre Light Rail,Free Travel,Feb,2017,22
Tram,Convention Centre Light Rail,Free Travel,Feb,2018,27
Tram,Convention Centre Light Rail,Free Travel,Feb,2019,35
Tram,Convention Centre Light Rail,Free Travel,Mar,2017,46
Tram,Convention Centre Light Rail,Free Travel,Mar,2018,36
Tram,Convention Centre Light Rail,Free Travel,Apr,2017,86
Tram,Convention Centre Light Rail,Free Travel,Apr,2018,49
Tram,Convention Centre Light Rail,Free Travel,May,2017,41
Tram,Convention Centre Light Rail,Free Travel,May,2018,60
Tram,Convention Centre Light Rail,Free Travel,Jun,2017,54
Tram,Convention Centre Light Rail,Free Travel,Jun,2018,45
Tram,Convention Centre Light Rail,Free Travel,Jul,2016,32
Tram,Convention Centre Light Rail,Free Travel,Jul,2017,37
Tram,Convention Centre Light Rail,Free Travel,Jul,2018,34
Tram,Convention Centre Light Rail,Free Travel,Aug,2016,36
Tram,Convention Centre Light Rail,Free Travel,Aug,2017,42
Tram,Convention Centre Light Rail,Free Travel,Aug,2018,70
Tram,Convention Centre Light Rail,Free Travel,Sep,2016,46
Tram,Convention Centre Light Rail,Free Travel,Sep,2017,41
Tram,Convention Centre Light Rail,Free Travel,Sep,2018,33
Tram,Convention Centre Light Rail,Free Travel,Oct,2016,44
Tram,Convention Centre Light Rail,Free Travel,Oct,2017,59
Tram,Convention Centre Light Rail,Free Travel,Oct,2018,62
Tram,Convention Centre Light Rail,Free Travel,Nov,2016,21
Tram,Convention Centre Light Rail,Free Travel,Nov,2017,52
Tram,Convention Centre Light Rail,Free Travel,Nov,2018,57
Tram,Convention Centre Light Rail,Free Travel,Dec,2016,42
Tram,Convention Centre Light Rail,Free Travel,Dec,2017,38
Tram,Convention Centre Light Rail,Free Travel,Dec,2018,30
Tram,Convention Centre Light Rail,School Student,Jan,2017,6
Tram,Convention Centre Light Rail,School Student,Jan,2018,4
Tram,Convention Centre Light Rail,School Student,Jan,2019,13
Tram,Convention Centre Light Rail,School Student,Feb,2017,75
Tram,Convention Centre Light Rail,School Student,Feb,2018,78
Tram,Convention Centre Light Rail,School Student,Feb,2019,84
Tram,Convention Centre Light Rail,School Student,Mar,2017,105
Tram,Convention Centre Light Rail,School Student,Mar,2018,90
Tram,Convention Centre Light Rail,School Student,Apr,2017,38
Tram,Convention Centre Light Rail,School Student,Apr,2018,36
Tram,Convention Centre Light Rail,School Student,May,2017,86
Tram,Convention Centre Light Rail,School Student,May,2018,138
Tram,Convention Centre Light Rail,School Student,Jun,2017,44
Tram,Convention Centre Light Rail,School Student,Jun,2018,111
Tram,Convention Centre Light Rail,School Student,Jul,2016,36
Tram,Convention Centre Light Rail,School Student,Jul,2017,40
Tram,Convention Centre Light Rail,School Student,Jul,2018,59
Tram,Convention Centre Light Rail,School Student,Aug,2016,140
Tram,Convention Centre Light Rail,School Student,Aug,2017,88
Tram,Convention Centre Light Rail,School Student,Aug,2018,147
Tram,Convention Centre Light Rail,School Student,Sep,2016,101
Tram,Convention Centre Light Rail,School Student,Sep,2017,65
Tram,Convention Centre Light Rail,School Student,Sep,2018,127
Tram,Convention Centre Light Rail,School Student,Oct,2016,93
Tram,Convention Centre Light Rail,School Student,Oct,2017,40
Tram,Convention Centre Light Rail,School Student,Oct,2018,67
Tram,Convention Centre Light Rail,School Student,Nov,2016,120
Tram,Convention Centre Light Rail,School Student,Nov,2017,83
Tram,Convention Centre Light Rail,School Student,Nov,2018,118
Tram,Convention Centre Light Rail,School Student,Dec,2016,66
Tram,Convention Centre Light Rail,School Student,Dec,2017,48
Tram,Convention Centre Light Rail,School Student,Dec,2018,67
Tram,Convention Centre Light Rail,Senior/Pensioner,Jan,2017,"3,768"
Tram,Convention Centre Light Rail,Senior/Pensioner,Jan,2018,"1,982"
Tram,Convention Centre Light Rail,Senior/Pensioner,Jan,2019,"7,510"
Tram,Convention Centre Light Rail,Senior/Pensioner,Feb,2017,"3,995"
Tram,Convention Centre Light Rail,Senior/Pensioner,Feb,2018,"4,573"
Tram,Convention Centre Light Rail,Senior/Pensioner,Feb,2019,"5,997"
Tram,Convention Centre Light Rail,Senior/Pensioner,Mar,2017,"5,533"
Tram,Convention Centre Light Rail,Senior/Pensioner,Mar,2018,"5,183"
Tram,Convention Centre Light Rail,Senior/Pensioner,Apr,2017,"5,950"
Tram,Convention Centre Light Rail,Senior/Pensioner,Apr,2018,"5,820"
Tram,Convention Centre Light Rail,Senior/Pensioner,May,2017,"4,606"
Tram,Convention Centre Light Rail,Senior/Pensioner,May,2018,"5,610"
Tram,Convention Centre Light Rail,Senior/Pensioner,Jun,2017,"6,044"
Tram,Convention Centre Light Rail,Senior/Pensioner,Jun,2018,"5,793"
Tram,Convention Centre Light Rail,Senior/Pensioner,Jul,2016,"3,292"
Tram,Convention Centre Light Rail,Senior/Pensioner,Jul,2017,"4,246"
Tram,Convention Centre Light Rail,Senior/Pensioner,Jul,2018,"4,636"
Tram,Convention Centre Light Rail,Senior/Pensioner,Aug,2016,"2,936"
Tram,Convention Centre Light Rail,Senior/Pensioner,Aug,2017,"4,004"
Tram,Convention Centre Light Rail,Senior/Pensioner,Aug,2018,"4,566"
Tram,Convention Centre Light Rail,Senior/Pensioner,Sep,2016,"3,090"
Tram,Convention Centre Light Rail,Senior/Pensioner,Sep,2017,"4,282"
Tram,Convention Centre Light Rail,Senior/Pensioner,Sep,2018,"4,944"
Tram,Convention Centre Light Rail,Senior/Pensioner,Oct,2016,"3,807"
Tram,Convention Centre Light Rail,Senior/Pensioner,Oct,2017,"4,714"
Tram,Convention Centre Light Rail,Senior/Pensioner,Oct,2018,"5,163"
Tram,Convention Centre Light Rail,Senior/Pensioner,Nov,2016,"3,052"
Tram,Convention Centre Light Rail,Senior/Pensioner,Nov,2017,"5,087"
Tram,Convention Centre Light Rail,Senior/Pensioner,Nov,2018,"5,402"
Tram,Convention Centre Light Rail,Senior/Pensioner,Dec,2016,"3,571"
Tram,Convention Centre Light Rail,Senior/Pensioner,Dec,2017,"5,059"
Tram,Convention Centre Light Rail,Senior/Pensioner,Dec,2018,"5,204"
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jan,2017,282
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jan,2018,199
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jan,2019,322
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Feb,2017,280
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Feb,2018,550
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Feb,2019,285
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Mar,2017,306
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Mar,2018,518
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Apr,2017,301
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Apr,2018,446
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,May,2017,251
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,May,2018,488
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jun,2017,353
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jun,2018,448
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jul,2016,58
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jul,2017,514
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Jul,2018,443
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Aug,2016,165
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Aug,2017,464
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Aug,2018,453
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Sep,2016,249
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Sep,2017,431
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Sep,2018,464
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Oct,2016,267
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Oct,2017,475
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Oct,2018,391
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Nov,2016,185
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Nov,2017,541
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Nov,2018,379
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Dec,2016,265
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Dec,2017,661
Tram,Convention Centre Light Rail,Sgl Trip LR Adult,Dec,2018,418
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jan,2017,121
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jan,2018,99
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jan,2019,134
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Feb,2017,41
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Feb,2018,91
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Feb,2019,57
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Mar,2017,54
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Mar,2018,78
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Apr,2017,107
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Apr,2018,140
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,May,2017,44
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,May,2018,75
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jun,2017,62
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jun,2018,91
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jul,2016,17
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jul,2017,178
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Jul,2018,213
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Aug,2016,33
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Aug,2017,106
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Aug,2018,80
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Sep,2016,59
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Sep,2017,120
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Sep,2018,139
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Oct,2016,79
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Oct,2017,107
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Oct,2018,80
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Nov,2016,29
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Nov,2017,82
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Nov,2018,54
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Dec,2016,86
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Dec,2017,156
Tram,Convention Centre Light Rail,Sgl Trip LR Child/Youth,Dec,2018,121
Tram,Crown Street Light Rail,Adult,Feb,2019,"1,762"
Tram,Crown Street Light Rail,Child/Youth,Feb,2019,169
Tram,Crown Street Light Rail,Concession,Feb,2019,128
Tram,Crown Street Light Rail,CTP,Feb,2019,188
Tram,Crown Street Light Rail,Employee,Feb,2019,23
Tram,Crown Street Light Rail,Free Travel,Feb,2019,14
Tram,Crown Street Light Rail,School Student,Feb,2019,29
Tram,Crown Street Light Rail,Senior/Pensioner,Feb,2019,737
Tram,Crown Street Light Rail,Sgl Trip LR Adult,Feb,2019,36
Tram,Crown Street Light Rail,Sgl Trip LR Child/Youth,Feb,2019,14
Tram,Dulwich Grove Light Rail,Adult,Jan,2017,"6,219"
Tram,Dulwich Grove Light Rail,Adult,Jan,2018,"3,381"
Tram,Dulwich Grove Light Rail,Adult,Jan,2019,"6,922"
Tram,Dulwich Grove Light Rail,Adult,Feb,2017,"6,432"
Tram,Dulwich Grove Light Rail,Adult,Feb,2018,"7,127"
Tram,Dulwich Grove Light Rail,Adult,Feb,2019,"7,464"
Tram,Dulwich Grove Light Rail,Adult,Mar,2017,"7,903"
Tram,Dulwich Grove Light Rail,Adult,Mar,2018,"7,737"
Tram,Dulwich Grove Light Rail,Adult,Apr,2017,"7,190"
Tram,Dulwich Grove Light Rail,Adult,Apr,2018,"7,629"
Tram,Dulwich Grove Light Rail,Adult,May,2017,"6,828"
Tram,Dulwich Grove Light Rail,Adult,May,2018,"8,858"
Tram,Dulwich Grove Light Rail,Adult,Jun,2017,"7,331"
Tram,Dulwich Grove Light Rail,Adult,Jun,2018,"7,732"
Tram,Dulwich Grove Light Rail,Adult,Jul,2016,"5,906"
Tram,Dulwich Grove Light Rail,Adult,Jul,2017,"7,492"
Tram,Dulwich Grove Light Rail,Adult,Jul,2018,"8,235"
Tram,Dulwich Grove Light Rail,Adult,Aug,2016,"6,298"
Tram,Dulwich Grove Light Rail,Adult,Aug,2017,"7,207"
Tram,Dulwich Grove Light Rail,Adult,Aug,2018,"8,358"
Tram,Dulwich Grove Light Rail,Adult,Sep,2016,"6,424"
Tram,Dulwich Grove Light Rail,Adult,Sep,2017,"6,927"
Tram,Dulwich Grove Light Rail,Adult,Sep,2018,"8,143"
Tram,Dulwich Grove Light Rail,Adult,Oct,2016,"6,485"
Tram,Dulwich Grove Light Rail,Adult,Oct,2017,"7,451"
Tram,Dulwich Grove Light Rail,Adult,Oct,2018,"7,588"
Tram,Dulwich Grove Light Rail,Adult,Nov,2016,"5,795"
Tram,Dulwich Grove Light Rail,Adult,Nov,2017,"7,779"
Tram,Dulwich Grove Light Rail,Adult,Nov,2018,"8,155"
Tram,Dulwich Grove Light Rail,Adult,Dec,2016,"6,562"
Tram,Dulwich Grove Light Rail,Adult,Dec,2017,"7,675"
Tram,Dulwich Grove Light Rail,Adult,Dec,2018,"7,363"
Tram,Dulwich Grove Light Rail,Child/Youth,Jan,2017,739
Tram,Dulwich Grove Light Rail,Child/Youth,Jan,2018,304
Tram,Dulwich Grove Light Rail,Child/Youth,Jan,2019,694
Tram,Dulwich Grove Light Rail,Child/Youth,Feb,2017,590
Tram,Dulwich Grove Light Rail,Child/Youth,Feb,2018,537
Tram,Dulwich Grove Light Rail,Child/Youth,Feb,2019,482
Tram,Dulwich Grove Light Rail,Child/Youth,Mar,2017,693
Tram,Dulwich Grove Light Rail,Child/Youth,Mar,2018,497
Tram,Dulwich Grove Light Rail,Child/Youth,Apr,2017,757
Tram,Dulwich Grove Light Rail,Child/Youth,Apr,2018,609
Tram,Dulwich Grove Light Rail,Child/Youth,May,2017,661
Tram,Dulwich Grove Light Rail,Child/Youth,May,2018,599
Tram,Dulwich Grove Light Rail,Child/Youth,Jun,2017,762
Tram,Dulwich Grove Light Rail,Child/Youth,Jun,2018,563
Tram,Dulwich Grove Light Rail,Child/Youth,Jul,2016,779
Tram,Dulwich Grove Light Rail,Child/Youth,Jul,2017,796
Tram,Dulwich Grove Light Rail,Child/Youth,Jul,2018,671
Tram,Dulwich Grove Light Rail,Child/Youth,Aug,2016,817
Tram,Dulwich Grove Light Rail,Child/Youth,Aug,2017,630
Tram,Dulwich Grove Light Rail,Child/Youth,Aug,2018,480
Tram,Dulwich Grove Light Rail,Child/Youth,Sep,2016,691
Tram,Dulwich Grove Light Rail,Child/Youth,Sep,2017,596
Tram,Dulwich Grove Light Rail,Child/Youth,Sep,2018,515
Tram,Dulwich Grove Light Rail,Child/Youth,Oct,2016,729
Tram,Dulwich Grove Light Rail,Child/Youth,Oct,2017,670
Tram,Dulwich Grove Light Rail,Child/Youth,Oct,2018,585
Tram,Dulwich Grove Light Rail,Child/Youth,Nov,2016,597
Tram,Dulwich Grove Light Rail,Child/Youth,Nov,2017,503
Tram,Dulwich Grove Light Rail,Child/Youth,Nov,2018,629
Tram,Dulwich Grove Light Rail,Child/Youth,Dec,2016,829
Tram,Dulwich Grove Light Rail,Child/Youth,Dec,2017,742
Tram,Dulwich Grove Light Rail,Child/Youth,Dec,2018,602
Tram,Dulwich Grove Light Rail,Concession,Jan,2017,339
Tram,Dulwich Grove Light Rail,Concession,Jan,2018,163
Tram,Dulwich Grove Light Rail,Concession,Jan,2019,291
Tram,Dulwich Grove Light Rail,Concession,Feb,2017,317
Tram,Dulwich Grove Light Rail,Concession,Feb,2018,476
Tram,Dulwich Grove Light Rail,Concession,Feb,2019,390
Tram,Dulwich Grove Light Rail,Concession,Mar,2017,506
Tram,Dulwich Grove Light Rail,Concession,Mar,2018,586
Tram,Dulwich Grove Light Rail,Concession,Apr,2017,443
Tram,Dulwich Grove Light Rail,Concession,Apr,2018,504
Tram,Dulwich Grove Light Rail,Concession,May,2017,463
Tram,Dulwich Grove Light Rail,Concession,May,2018,573
Tram,Dulwich Grove Light Rail,Concession,Jun,2017,485
Tram,Dulwich Grove Light Rail,Concession,Jun,2018,455
Tram,Dulwich Grove Light Rail,Concession,Jul,2016,379
Tram,Dulwich Grove Light Rail,Concession,Jul,2017,549
Tram,Dulwich Grove Light Rail,Concession,Jul,2018,421
