ModeOfTransport,Name,Type,Month,Year,NumberOfTrips
Ferry,F1 Manly,Adult,Jan,2017,"437,077"
Ferry,F1 Manly,Adult,Jan,2018,"386,423"
Ferry,F1 Manly,Adult,Jan,2019,"330,957"
Ferry,F1 Manly,Adult,Feb,2017,"311,624"
Ferry,F1 Manly,Adult,Feb,2018,"270,888"
Ferry,F1 Manly,Adult,Feb,2019,"254,958"
Ferry,F1 Manly,Adult,Mar,2017,"298,774"
Ferry,F1 Manly,Adult,Mar,2018,"297,131"
Ferry,F1 Manly,Adult,Apr,2017,"319,851"
Ferry,F1 Manly,Adult,Apr,2018,"275,528"
Ferry,F1 Manly,Adult,May,2017,"245,223"
Ferry,F1 Manly,Adult,May,2018,"202,043"
Ferry,F1 Manly,Adult,Jun,2017,"221,866"
Ferry,F1 Manly,Adult,Jun,2018,"171,919"
Ferry,F1 Manly,Adult,Jul,2016,"276,206"
Ferry,F1 Manly,Adult,Jul,2017,"272,254"
Ferry,F1 Manly,Adult,Jul,2018,"218,795"
Ferry,F1 Manly,Adult,Aug,2016,"243,181"
Ferry,F1 Manly,Adult,Aug,2017,"228,534"
Ferry,F1 Manly,Adult,Aug,2018,"189,099"
Ferry,F1 Manly,Adult,Sep,2016,"250,792"
Ferry,F1 Manly,Adult,Sep,2017,"261,275"
Ferry,F1 Manly,Adult,Sep,2018,"217,786"
Ferry,F1 Manly,Adult,Oct,2016,"302,524"
Ferry,F1 Manly,Adult,Oct,2017,"291,855"
Ferry,F1 Manly,Adult,Oct,2018,"205,417"
Ferry,F1 Manly,Adult,Nov,2016,"313,364"
Ferry,F1 Manly,Adult,Nov,2017,"294,887"
Ferry,F1 Manly,Adult,Nov,2018,"249,945"
Ferry,F1 Manly,Adult,Dec,2016,"385,528"
Ferry,F1 Manly,Adult,Dec,2017,"357,252"
Ferry,F1 Manly,Adult,Dec,2018,"334,400"
Ferry,F1 Manly,Child/Youth,Jan,2017,"83,388"
Ferry,F1 Manly,Child/Youth,Jan,2018,"71,794"
Ferry,F1 Manly,Child/Youth,Jan,2019,"67,056"
Ferry,F1 Manly,Child/Youth,Feb,2017,"20,435"
Ferry,F1 Manly,Child/Youth,Feb,2018,"19,255"
Ferry,F1 Manly,Child/Youth,Feb,2019,"18,874"
Ferry,F1 Manly,Child/Youth,Mar,2017,"20,449"
Ferry,F1 Manly,Child/Youth,Mar,2018,"22,591"
Ferry,F1 Manly,Child/Youth,Apr,2017,"44,275"
Ferry,F1 Manly,Child/Youth,Apr,2018,"41,239"
Ferry,F1 Manly,Child/Youth,May,2017,"16,527"
Ferry,F1 Manly,Child/Youth,May,2018,"13,729"
Ferry,F1 Manly,Child/Youth,Jun,2017,"24,594"
Ferry,F1 Manly,Child/Youth,Jun,2018,"18,341"
Ferry,F1 Manly,Child/Youth,Jul,2016,"33,714"
Ferry,F1 Manly,Child/Youth,Jul,2017,"47,132"
Ferry,F1 Manly,Child/Youth,Jul,2018,"37,776"
Ferry,F1 Manly,Child/Youth,Aug,2016,"23,633"
Ferry,F1 Manly,Child/Youth,Aug,2017,"23,707"
Ferry,F1 Manly,Child/Youth,Aug,2018,"18,417"
Ferry,F1 Manly,Child/Youth,Sep,2016,"31,397"
Ferry,F1 Manly,Child/Youth,Sep,2017,"39,387"
Ferry,F1 Manly,Child/Youth,Sep,2018,"22,052"
Ferry,F1 Manly,Child/Youth,Oct,2016,"40,777"
Ferry,F1 Manly,Child/Youth,Oct,2017,"38,153"
Ferry,F1 Manly,Child/Youth,Oct,2018,"24,956"
Ferry,F1 Manly,Child/Youth,Nov,2016,"23,931"
Ferry,F1 Manly,Child/Youth,Nov,2017,"23,354"
Ferry,F1 Manly,Child/Youth,Nov,2018,"19,743"
Ferry,F1 Manly,Child/Youth,Dec,2016,"55,904"
Ferry,F1 Manly,Child/Youth,Dec,2017,"55,179"
Ferry,F1 Manly,Child/Youth,Dec,2018,"47,085"
Ferry,F1 Manly,Concession,Jan,2017,"10,894"
Ferry,F1 Manly,Concession,Jan,2018,"10,380"
Ferry,F1 Manly,Concession,Jan,2019,"8,758"
Ferry,F1 Manly,Concession,Feb,2017,"9,121"
Ferry,F1 Manly,Concession,Feb,2018,"7,629"
Ferry,F1 Manly,Concession,Feb,2019,"6,766"
Ferry,F1 Manly,Concession,Mar,2017,"12,002"
Ferry,F1 Manly,Concession,Mar,2018,"11,276"
Ferry,F1 Manly,Concession,Apr,2017,"11,285"
Ferry,F1 Manly,Concession,Apr,2018,"9,633"
Ferry,F1 Manly,Concession,May,2017,"10,321"
Ferry,F1 Manly,Concession,May,2018,"8,100"
Ferry,F1 Manly,Concession,Jun,2017,"8,716"
Ferry,F1 Manly,Concession,Jun,2018,"6,218"
Ferry,F1 Manly,Concession,Jul,2016,"20,538"
Ferry,F1 Manly,Concession,Jul,2017,"9,226"
Ferry,F1 Manly,Concession,Jul,2018,"7,468"
Ferry,F1 Manly,Concession,Aug,2016,"10,683"
Ferry,F1 Manly,Concession,Aug,2017,"10,080"
Ferry,F1 Manly,Concession,Aug,2018,"7,746"
Ferry,F1 Manly,Concession,Sep,2016,"9,944"
Ferry,F1 Manly,Concession,Sep,2017,"10,464"
Ferry,F1 Manly,Concession,Sep,2018,"7,629"
Ferry,F1 Manly,Concession,Oct,2016,"10,522"
Ferry,F1 Manly,Concession,Oct,2017,"10,168"
Ferry,F1 Manly,Concession,Oct,2018,"6,817"
Ferry,F1 Manly,Concession,Nov,2016,"10,598"
Ferry,F1 Manly,Concession,Nov,2017,"9,217"
Ferry,F1 Manly,Concession,Nov,2018,"7,475"
Ferry,F1 Manly,Concession,Dec,2016,"10,856"
Ferry,F1 Manly,Concession,Dec,2017,"10,067"
Ferry,F1 Manly,Concession,Dec,2018,"8,536"
Ferry,F1 Manly,CTP,Jan,2018,"2,466"
Ferry,F1 Manly,CTP,Jan,2019,"18,745"
Ferry,F1 Manly,CTP,Feb,2018,"2,067"
Ferry,F1 Manly,CTP,Feb,2019,"13,145"
Ferry,F1 Manly,CTP,Mar,2018,"7,052"
Ferry,F1 Manly,CTP,Apr,2018,"7,479"
Ferry,F1 Manly,CTP,May,2018,"5,601"
Ferry,F1 Manly,CTP,Jun,2018,"5,993"
Ferry,F1 Manly,CTP,Jul,2017,"2,138"
Ferry,F1 Manly,CTP,Jul,2018,"4,012"
Ferry,F1 Manly,CTP,Aug,2017,"1,976"
Ferry,F1 Manly,CTP,Aug,2018,"3,564"
Ferry,F1 Manly,CTP,Sep,2017,"2,049"
Ferry,F1 Manly,CTP,Sep,2018,"3,796"
Ferry,F1 Manly,CTP,Oct,2017,"2,459"
Ferry,F1 Manly,CTP,Oct,2018,"4,279"
Ferry,F1 Manly,CTP,Nov,2017,"2,019"
Ferry,F1 Manly,CTP,Nov,2018,"5,294"
Ferry,F1 Manly,CTP,Dec,2017,"2,307"
Ferry,F1 Manly,CTP,Dec,2018,"14,724"
Ferry,F1 Manly,Day Pass Child/Youth w/o SAF,Aug,2017,1
Ferry,F1 Manly,Day Pass without SAF,Jan,2019,5
Ferry,F1 Manly,Day Pass without SAF,Feb,2019,5
Ferry,F1 Manly,Day Pass without SAF,Jul,2018,3
Ferry,F1 Manly,Day Pass without SAF,Aug,2017,1
Ferry,F1 Manly,Day Pass without SAF,Aug,2018,4
Ferry,F1 Manly,Day Pass without SAF,Sep,2017,1
Ferry,F1 Manly,Day Pass without SAF,Oct,2017,1
Ferry,F1 Manly,Day Pass without SAF,Oct,2018,2
Ferry,F1 Manly,Day Pass without SAF,Nov,2018,4
Ferry,F1 Manly,Day Pass without SAF,Dec,2018,1
Ferry,F1 Manly,Employee,Jan,2017,"2,406"
Ferry,F1 Manly,Employee,Jan,2018,"2,136"
Ferry,F1 Manly,Employee,Jan,2019,"2,061"
Ferry,F1 Manly,Employee,Feb,2017,"1,846"
Ferry,F1 Manly,Employee,Feb,2018,"1,437"
Ferry,F1 Manly,Employee,Feb,2019,"1,420"
Ferry,F1 Manly,Employee,Mar,2017,"1,802"
Ferry,F1 Manly,Employee,Mar,2018,"1,496"
Ferry,F1 Manly,Employee,Apr,2017,"1,737"
Ferry,F1 Manly,Employee,Apr,2018,"1,579"
Ferry,F1 Manly,Employee,May,2017,"1,724"
Ferry,F1 Manly,Employee,May,2018,"1,442"
Ferry,F1 Manly,Employee,Jun,2017,"1,619"
Ferry,F1 Manly,Employee,Jun,2018,"1,163"
Ferry,F1 Manly,Employee,Jul,2016,"1,860"
Ferry,F1 Manly,Employee,Jul,2017,"1,487"
Ferry,F1 Manly,Employee,Jul,2018,"1,313"
Ferry,F1 Manly,Employee,Aug,2016,"1,513"
Ferry,F1 Manly,Employee,Aug,2017,"1,370"
Ferry,F1 Manly,Employee,Aug,2018,"1,089"
Ferry,F1 Manly,Employee,Sep,2016,"1,709"
Ferry,F1 Manly,Employee,Sep,2017,"1,669"
Ferry,F1 Manly,Employee,Sep,2018,"1,288"
Ferry,F1 Manly,Employee,Oct,2016,"1,993"
Ferry,F1 Manly,Employee,Oct,2017,"1,625"
Ferry,F1 Manly,Employee,Oct,2018,"1,213"
Ferry,F1 Manly,Employee,Nov,2016,"1,976"
Ferry,F1 Manly,Employee,Nov,2017,"1,770"
Ferry,F1 Manly,Employee,Nov,2018,"1,353"
Ferry,F1 Manly,Employee,Dec,2016,"2,161"
Ferry,F1 Manly,Employee,Dec,2017,"1,614"
Ferry,F1 Manly,Employee,Dec,2018,"1,752"
Ferry,F1 Manly,Free Travel,Jan,2017,833
Ferry,F1 Manly,Free Travel,Jan,2018,794
Ferry,F1 Manly,Free Travel,Jan,2019,858
Ferry,F1 Manly,Free Travel,Feb,2017,663
Ferry,F1 Manly,Free Travel,Feb,2018,604
Ferry,F1 Manly,Free Travel,Feb,2019,696
Ferry,F1 Manly,Free Travel,Mar,2017,636
Ferry,F1 Manly,Free Travel,Mar,2018,640
Ferry,F1 Manly,Free Travel,Apr,2017,688
Ferry,F1 Manly,Free Travel,Apr,2018,629
Ferry,F1 Manly,Free Travel,May,2017,773
Ferry,F1 Manly,Free Travel,May,2018,572
Ferry,F1 Manly,Free Travel,Jun,2017,723
Ferry,F1 Manly,Free Travel,Jun,2018,490
Ferry,F1 Manly,Free Travel,Jul,2016,413
Ferry,F1 Manly,Free Travel,Jul,2017,609
Ferry,F1 Manly,Free Travel,Jul,2018,558
Ferry,F1 Manly,Free Travel,Aug,2016,513
Ferry,F1 Manly,Free Travel,Aug,2017,597
Ferry,F1 Manly,Free Travel,Aug,2018,543
Ferry,F1 Manly,Free Travel,Sep,2016,644
Ferry,F1 Manly,Free Travel,Sep,2017,714
Ferry,F1 Manly,Free Travel,Sep,2018,568
Ferry,F1 Manly,Free Travel,Oct,2016,737
Ferry,F1 Manly,Free Travel,Oct,2017,626
Ferry,F1 Manly,Free Travel,Oct,2018,561
Ferry,F1 Manly,Free Travel,Nov,2016,756
Ferry,F1 Manly,Free Travel,Nov,2017,727
Ferry,F1 Manly,Free Travel,Nov,2018,577
Ferry,F1 Manly,Free Travel,Dec,2016,714
Ferry,F1 Manly,Free Travel,Dec,2017,669
Ferry,F1 Manly,Free Travel,Dec,2018,694
Ferry,F1 Manly,School Student,Jan,2017,17
Ferry,F1 Manly,School Student,Jan,2018,36
Ferry,F1 Manly,School Student,Jan,2019,16
Ferry,F1 Manly,School Student,Feb,2017,361
Ferry,F1 Manly,School Student,Feb,2018,308
Ferry,F1 Manly,School Student,Feb,2019,184
Ferry,F1 Manly,School Student,Mar,2017,407
Ferry,F1 Manly,School Student,Mar,2018,303
Ferry,F1 Manly,School Student,Apr,2017,136
Ferry,F1 Manly,School Student,Apr,2018,134
Ferry,F1 Manly,School Student,May,2017,341
Ferry,F1 Manly,School Student,May,2018,309
Ferry,F1 Manly,School Student,Jun,2017,257
Ferry,F1 Manly,School Student,Jun,2018,279
Ferry,F1 Manly,School Student,Jul,2016,164
Ferry,F1 Manly,School Student,Jul,2017,154
Ferry,F1 Manly,School Student,Jul,2018,102
Ferry,F1 Manly,School Student,Aug,2016,403
Ferry,F1 Manly,School Student,Aug,2017,357
Ferry,F1 Manly,School Student,Aug,2018,298
Ferry,F1 Manly,School Student,Sep,2016,220
Ferry,F1 Manly,School Student,Sep,2017,221
Ferry,F1 Manly,School Student,Sep,2018,257
Ferry,F1 Manly,School Student,Oct,2016,263
Ferry,F1 Manly,School Student,Oct,2017,245
Ferry,F1 Manly,School Student,Oct,2018,159
Ferry,F1 Manly,School Student,Nov,2016,367
Ferry,F1 Manly,School Student,Nov,2017,385
Ferry,F1 Manly,School Student,Nov,2018,190
Ferry,F1 Manly,School Student,Dec,2016,100
Ferry,F1 Manly,School Student,Dec,2017,208
Ferry,F1 Manly,School Student,Dec,2018,97
Ferry,F1 Manly,Senior/Pensioner,Jan,2017,"82,368"
Ferry,F1 Manly,Senior/Pensioner,Jan,2018,"77,328"
Ferry,F1 Manly,Senior/Pensioner,Jan,2019,"79,074"
Ferry,F1 Manly,Senior/Pensioner,Feb,2017,"60,911"
Ferry,F1 Manly,Senior/Pensioner,Feb,2018,"61,141"
Ferry,F1 Manly,Senior/Pensioner,Feb,2019,"61,785"
Ferry,F1 Manly,Senior/Pensioner,Mar,2017,"55,497"
Ferry,F1 Manly,Senior/Pensioner,Mar,2018,"64,481"
Ferry,F1 Manly,Senior/Pensioner,Apr,2017,"63,771"
Ferry,F1 Manly,Senior/Pensioner,Apr,2018,"66,217"
Ferry,F1 Manly,Senior/Pensioner,May,2017,"60,417"
Ferry,F1 Manly,Senior/Pensioner,May,2018,"58,283"
Ferry,F1 Manly,Senior/Pensioner,Jun,2017,"54,381"
Ferry,F1 Manly,Senior/Pensioner,Jun,2018,"47,342"
Ferry,F1 Manly,Senior/Pensioner,Jul,2016,"49,522"
Ferry,F1 Manly,Senior/Pensioner,Jul,2017,"56,330"
Ferry,F1 Manly,Senior/Pensioner,Jul,2018,"54,660"
Ferry,F1 Manly,Senior/Pensioner,Aug,2016,"52,013"
Ferry,F1 Manly,Senior/Pensioner,Aug,2017,"50,414"
Ferry,F1 Manly,Senior/Pensioner,Aug,2018,"48,747"
Ferry,F1 Manly,Senior/Pensioner,Sep,2016,"55,319"
Ferry,F1 Manly,Senior/Pensioner,Sep,2017,"57,828"
Ferry,F1 Manly,Senior/Pensioner,Sep,2018,"52,700"
Ferry,F1 Manly,Senior/Pensioner,Oct,2016,"64,585"
Ferry,F1 Manly,Senior/Pensioner,Oct,2017,"61,513"
Ferry,F1 Manly,Senior/Pensioner,Oct,2018,"54,495"
Ferry,F1 Manly,Senior/Pensioner,Nov,2016,"65,368"
Ferry,F1 Manly,Senior/Pensioner,Nov,2017,"59,720"
Ferry,F1 Manly,Senior/Pensioner,Nov,2018,"57,741"
Ferry,F1 Manly,Senior/Pensioner,Dec,2016,"66,706"
Ferry,F1 Manly,Senior/Pensioner,Dec,2017,"64,137"
Ferry,F1 Manly,Senior/Pensioner,Dec,2018,"63,420"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jan,2017,"39,245"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jan,2018,"33,286"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jan,2019,"23,830"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Feb,2017,"30,670"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Feb,2018,"25,604"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Feb,2019,"17,815"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Mar,2017,"29,226"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Mar,2018,"23,882"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Apr,2017,"29,252"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Apr,2018,"19,597"
Ferry,F1 Manly,Sgl Trip Ferry Adult,May,2017,"19,700"
Ferry,F1 Manly,Sgl Trip Ferry Adult,May,2018,"13,838"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jun,2017,"18,371"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jun,2018,"11,135"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jul,2016,"4,992"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jul,2017,"20,412"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Jul,2018,"14,339"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Aug,2016,"20,503"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Aug,2017,"18,255"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Aug,2018,"13,584"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Sep,2016,"23,200"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Sep,2017,"20,041"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Sep,2018,"14,870"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Oct,2016,"26,574"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Oct,2017,"23,156"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Oct,2018,"16,002"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Nov,2016,"30,591"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Nov,2017,"28,193"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Nov,2018,"19,073"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Dec,2016,"35,160"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Dec,2017,"28,797"
Ferry,F1 Manly,Sgl Trip Ferry Adult,Dec,2018,"22,722"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jan,2017,"8,852"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jan,2018,"7,569"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jan,2019,"5,973"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Feb,2017,"2,428"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Feb,2018,"2,253"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Feb,2019,"1,743"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Mar,2017,"2,842"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Mar,2018,"2,936"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Apr,2017,"6,017"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Apr,2018,"4,506"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,May,2017,"2,133"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,May,2018,"1,585"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jun,2017,"3,630"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jun,2018,"2,322"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jul,2016,"1,046"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jul,2017,"6,099"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Jul,2018,"4,448"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Aug,2016,"3,674"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Aug,2017,"3,731"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Aug,2018,"2,646"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Sep,2016,"4,055"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Sep,2017,"3,583"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Sep,2018,"2,388"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Oct,2016,"3,790"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Oct,2017,"3,482"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Oct,2018,"2,728"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Nov,2016,"2,419"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Nov,2017,"2,389"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Nov,2018,"1,804"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Dec,2016,"7,347"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Dec,2017,"5,928"
Ferry,F1 Manly,Sgl Trip Ferry Child/Youth,Dec,2018,"4,931"
Ferry,F2 Taronga Zoo,Adult,Jan,2017,"100,751"
Ferry,F2 Taronga Zoo,Adult,Jan,2018,"101,623"
Ferry,F2 Taronga Zoo,Adult,Jan,2019,"93,928"
Ferry,F2 Taronga Zoo,Adult,Feb,2017,"64,125"
Ferry,F2 Taronga Zoo,Adult,Feb,2018,"81,630"
Ferry,F2 Taronga Zoo,Adult,Feb,2019,"75,907"
Ferry,F2 Taronga Zoo,Adult,Mar,2017,"63,650"
Ferry,F2 Taronga Zoo,Adult,Mar,2018,"85,790"
Ferry,F2 Taronga Zoo,Adult,Apr,2017,"87,694"
Ferry,F2 Taronga Zoo,Adult,Apr,2018,"91,184"
Ferry,F2 Taronga Zoo,Adult,May,2017,"65,219"
Ferry,F2 Taronga Zoo,Adult,May,2018,"71,367"
Ferry,F2 Taronga Zoo,Adult,Jun,2017,"82,994"
Ferry,F2 Taronga Zoo,Adult,Jun,2018,"82,593"
Ferry,F2 Taronga Zoo,Adult,Jul,2016,"77,773"
Ferry,F2 Taronga Zoo,Adult,Jul,2017,"89,910"
Ferry,F2 Taronga Zoo,Adult,Jul,2018,"90,446"
Ferry,F2 Taronga Zoo,Adult,Aug,2016,"68,776"
Ferry,F2 Taronga Zoo,Adult,Aug,2017,"70,689"
Ferry,F2 Taronga Zoo,Adult,Aug,2018,"74,392"
Ferry,F2 Taronga Zoo,Adult,Sep,2016,"67,768"
Ferry,F2 Taronga Zoo,Adult,Sep,2017,"72,632"
Ferry,F2 Taronga Zoo,Adult,Sep,2018,"73,136"
Ferry,F2 Taronga Zoo,Adult,Oct,2016,"78,394"
Ferry,F2 Taronga Zoo,Adult,Oct,2017,"80,673"
Ferry,F2 Taronga Zoo,Adult,Oct,2018,"67,709"
Ferry,F2 Taronga Zoo,Adult,Nov,2016,"73,207"
Ferry,F2 Taronga Zoo,Adult,Nov,2017,"72,482"
Ferry,F2 Taronga Zoo,Adult,Nov,2018,"74,955"
Ferry,F2 Taronga Zoo,Adult,Dec,2016,"92,999"
Ferry,F2 Taronga Zoo,Adult,Dec,2017,"100,984"
Ferry,F2 Taronga Zoo,Adult,Dec,2018,"94,722"
Ferry,F2 Taronga Zoo,Child/Youth,Jan,2017,"26,182"
Ferry,F2 Taronga Zoo,Child/Youth,Jan,2018,"26,470"
Ferry,F2 Taronga Zoo,Child/Youth,Jan,2019,"26,775"
Ferry,F2 Taronga Zoo,Child/Youth,Feb,2017,"6,974"
Ferry,F2 Taronga Zoo,Child/Youth,Feb,2018,"9,711"
Ferry,F2 Taronga Zoo,Child/Youth,Feb,2019,"9,257"
Ferry,F2 Taronga Zoo,Child/Youth,Mar,2017,"7,956"
Ferry,F2 Taronga Zoo,Child/Youth,Mar,2018,"11,450"
Ferry,F2 Taronga Zoo,Child/Youth,Apr,2017,"21,441"
Ferry,F2 Taronga Zoo,Child/Youth,Apr,2018,"23,839"
Ferry,F2 Taronga Zoo,Child/Youth,May,2017,"9,485"
Ferry,F2 Taronga Zoo,Child/Youth,May,2018,"9,707"
Ferry,F2 Taronga Zoo,Child/Youth,Jun,2017,"15,823"
Ferry,F2 Taronga Zoo,Child/Youth,Jun,2018,"16,566"
Ferry,F2 Taronga Zoo,Child/Youth,Jul,2016,"16,818"
Ferry,F2 Taronga Zoo,Child/Youth,Jul,2017,"27,699"
Ferry,F2 Taronga Zoo,Child/Youth,Jul,2018,"29,007"
Ferry,F2 Taronga Zoo,Child/Youth,Aug,2016,"13,045"
Ferry,F2 Taronga Zoo,Child/Youth,Aug,2017,"14,440"
Ferry,F2 Taronga Zoo,Child/Youth,Aug,2018,"15,432"
Ferry,F2 Taronga Zoo,Child/Youth,Sep,2016,"16,210"
Ferry,F2 Taronga Zoo,Child/Youth,Sep,2017,"17,100"
Ferry,F2 Taronga Zoo,Child/Youth,Sep,2018,"13,513"
Ferry,F2 Taronga Zoo,Child/Youth,Oct,2016,"16,197"
Ferry,F2 Taronga Zoo,Child/Youth,Oct,2017,"17,734"
Ferry,F2 Taronga Zoo,Child/Youth,Oct,2018,"14,254"
Ferry,F2 Taronga Zoo,Child/Youth,Nov,2016,"10,678"
Ferry,F2 Taronga Zoo,Child/Youth,Nov,2017,"11,340"
Ferry,F2 Taronga Zoo,Child/Youth,Nov,2018,"11,414"
Ferry,F2 Taronga Zoo,Child/Youth,Dec,2016,"18,672"
Ferry,F2 Taronga Zoo,Child/Youth,Dec,2017,"20,187"
Ferry,F2 Taronga Zoo,Child/Youth,Dec,2018,"19,327"
Ferry,F2 Taronga Zoo,Concession,Jan,2017,"2,579"
Ferry,F2 Taronga Zoo,Concession,Jan,2018,"2,748"
Ferry,F2 Taronga Zoo,Concession,Jan,2019,"2,368"
Ferry,F2 Taronga Zoo,Concession,Feb,2017,"2,006"
Ferry,F2 Taronga Zoo,Concession,Feb,2018,"2,474"
Ferry,F2 Taronga Zoo,Concession,Feb,2019,"2,121"
Ferry,F2 Taronga Zoo,Concession,Mar,2017,"2,283"
Ferry,F2 Taronga Zoo,Concession,Mar,2018,"2,899"
Ferry,F2 Taronga Zoo,Concession,Apr,2017,"2,743"
Ferry,F2 Taronga Zoo,Concession,Apr,2018,"2,759"
Ferry,F2 Taronga Zoo,Concession,May,2017,"2,690"
Ferry,F2 Taronga Zoo,Concession,May,2018,"3,091"
Ferry,F2 Taronga Zoo,Concession,Jun,2017,"3,595"
Ferry,F2 Taronga Zoo,Concession,Jun,2018,"3,157"
Ferry,F2 Taronga Zoo,Concession,Jul,2016,"6,932"
Ferry,F2 Taronga Zoo,Concession,Jul,2017,"3,339"
Ferry,F2 Taronga Zoo,Concession,Jul,2018,"3,327"
Ferry,F2 Taronga Zoo,Concession,Aug,2016,"2,152"
Ferry,F2 Taronga Zoo,Concession,Aug,2017,"2,788"
Ferry,F2 Taronga Zoo,Concession,Aug,2018,"2,469"
Ferry,F2 Taronga Zoo,Concession,Sep,2016,"2,131"
Ferry,F2 Taronga Zoo,Concession,Sep,2017,"2,789"
Ferry,F2 Taronga Zoo,Concession,Sep,2018,"2,152"
Ferry,F2 Taronga Zoo,Concession,Oct,2016,"2,042"
Ferry,F2 Taronga Zoo,Concession,Oct,2017,"2,183"
Ferry,F2 Taronga Zoo,Concession,Oct,2018,"1,971"
Ferry,F2 Taronga Zoo,Concession,Nov,2016,"2,071"
Ferry,F2 Taronga Zoo,Concession,Nov,2017,"2,184"
Ferry,F2 Taronga Zoo,Concession,Nov,2018,"2,104"
Ferry,F2 Taronga Zoo,Concession,Dec,2016,"2,450"
Ferry,F2 Taronga Zoo,Concession,Dec,2017,"2,784"
Ferry,F2 Taronga Zoo,Concession,Dec,2018,"2,247"
Ferry,F2 Taronga Zoo,CTP,Jan,2019,"4,535"
Ferry,F2 Taronga Zoo,CTP,Feb,2019,"3,089"
Ferry,F2 Taronga Zoo,CTP,Mar,2018,"1,068"
Ferry,F2 Taronga Zoo,CTP,Apr,2018,"1,339"
Ferry,F2 Taronga Zoo,CTP,May,2018,"1,171"
Ferry,F2 Taronga Zoo,CTP,Jun,2018,"1,913"
Ferry,F2 Taronga Zoo,CTP,Jul,2018,903
Ferry,F2 Taronga Zoo,CTP,Aug,2018,895
Ferry,F2 Taronga Zoo,CTP,Sep,2018,864
Ferry,F2 Taronga Zoo,CTP,Oct,2018,"1,012"
Ferry,F2 Taronga Zoo,CTP,Nov,2018,"1,212"
Ferry,F2 Taronga Zoo,CTP,Dec,2018,"3,848"
Ferry,F2 Taronga Zoo,Employee,Jan,2017,354
Ferry,F2 Taronga Zoo,Employee,Jan,2018,495
