ModeOfTransport,Name,Type,Month,Year,NumberOfTrips
Ferry,F8 Cockatoo Island,Adult,Jul,2018,"32,212"
Ferry,F8 Cockatoo Island,Adult,Aug,2018,"30,075"
Ferry,F8 Cockatoo Island,Adult,Sep,2018,"30,191"
Ferry,F8 Cockatoo Island,Adult,Oct,2018,"30,665"
Ferry,F8 Cockatoo Island,Adult,Nov,2017,"7,408"
Ferry,F8 Cockatoo Island,Adult,Nov,2018,"35,685"
Ferry,F8 Cockatoo Island,Adult,Dec,2017,"38,219"
Ferry,F8 Cockatoo Island,Adult,Dec,2018,"35,095"
Ferry,F8 Cockatoo Island,Child/Youth,Jan,2018,"5,787"
Ferry,F8 Cockatoo Island,Child/Youth,Jan,2019,"6,189"
Ferry,F8 Cockatoo Island,Child/Youth,Feb,2018,"2,363"
Ferry,F8 Cockatoo Island,Child/Youth,Feb,2019,"2,405"
Ferry,F8 Cockatoo Island,Child/Youth,Mar,2018,"3,996"
Ferry,F8 Cockatoo Island,Child/Youth,Apr,2018,"10,351"
Ferry,F8 Cockatoo Island,Child/Youth,May,2018,"5,742"
Ferry,F8 Cockatoo Island,Child/Youth,Jun,2018,"4,675"
Ferry,F8 Cockatoo Island,Child/Youth,Jul,2018,"4,693"
Ferry,F8 Cockatoo Island,Child/Youth,Aug,2018,"2,459"
Ferry,F8 Cockatoo Island,Child/Youth,Sep,2018,"3,424"
Ferry,F8 Cockatoo Island,Child/Youth,Oct,2018,"3,304"
Ferry,F8 Cockatoo Island,Child/Youth,Nov,2017,458
Ferry,F8 Cockatoo Island,Child/Youth,Nov,2018,"3,117"
Ferry,F8 Cockatoo Island,Child/Youth,Dec,2017,"4,198"
Ferry,F8 Cockatoo Island,Child/Youth,Dec,2018,"4,521"
Ferry,F8 Cockatoo Island,Concession,Jan,2018,"1,538"
Ferry,F8 Cockatoo Island,Concession,Jan,2019,"1,554"
Ferry,F8 Cockatoo Island,Concession,Feb,2018,"1,233"
Ferry,F8 Cockatoo Island,Concession,Feb,2019,"1,311"
Ferry,F8 Cockatoo Island,Concession,Mar,2018,"1,988"
Ferry,F8 Cockatoo Island,Concession,Apr,2018,"2,494"
Ferry,F8 Cockatoo Island,Concession,May,2018,"2,166"
Ferry,F8 Cockatoo Island,Concession,Jun,2018,"1,548"
Ferry,F8 Cockatoo Island,Concession,Jul,2018,"1,045"
Ferry,F8 Cockatoo Island,Concession,Aug,2018,"1,283"
Ferry,F8 Cockatoo Island,Concession,Sep,2018,"1,085"
Ferry,F8 Cockatoo Island,Concession,Oct,2018,"1,000"
Ferry,F8 Cockatoo Island,Concession,Nov,2017,251
Ferry,F8 Cockatoo Island,Concession,Nov,2018,"1,209"
Ferry,F8 Cockatoo Island,Concession,Dec,2017,"1,202"
Ferry,F8 Cockatoo Island,Concession,Dec,2018,"1,165"
Ferry,F8 Cockatoo Island,CTP,Jan,2019,"2,602"
Ferry,F8 Cockatoo Island,CTP,Feb,2019,"2,200"
Ferry,F8 Cockatoo Island,CTP,Mar,2018,660
Ferry,F8 Cockatoo Island,CTP,Apr,2018,"1,409"
Ferry,F8 Cockatoo Island,CTP,May,2018,"1,293"
Ferry,F8 Cockatoo Island,CTP,Jun,2018,"1,080"
Ferry,F8 Cockatoo Island,CTP,Jul,2018,861
Ferry,F8 Cockatoo Island,CTP,Aug,2018,917
Ferry,F8 Cockatoo Island,CTP,Sep,2018,858
Ferry,F8 Cockatoo Island,CTP,Oct,2018,"1,027"
Ferry,F8 Cockatoo Island,CTP,Nov,2018,"1,147"
Ferry,F8 Cockatoo Island,CTP,Dec,2018,"2,146"
Ferry,F8 Cockatoo Island,Employee,Jan,2018,163
Ferry,F8 Cockatoo Island,Employee,Jan,2019,130
Ferry,F8 Cockatoo Island,Employee,Feb,2018,188
Ferry,F8 Cockatoo Island,Employee,Feb,2019,104
Ferry,F8 Cockatoo Island,Employee,Mar,2018,197
Ferry,F8 Cockatoo Island,Employee,Apr,2018,204
Ferry,F8 Cockatoo Island,Employee,May,2018,254
Ferry,F8 Cockatoo Island,Employee,Jun,2018,174
Ferry,F8 Cockatoo Island,Employee,Jul,2018,172
Ferry,F8 Cockatoo Island,Employee,Aug,2018,130
Ferry,F8 Cockatoo Island,Employee,Sep,2018,109
Ferry,F8 Cockatoo Island,Employee,Oct,2018,100
Ferry,F8 Cockatoo Island,Employee,Nov,2017,28
Ferry,F8 Cockatoo Island,Employee,Nov,2018,135
Ferry,F8 Cockatoo Island,Employee,Dec,2017,188
Ferry,F8 Cockatoo Island,Employee,Dec,2018,161
Ferry,F8 Cockatoo Island,Free Travel,Jan,2018,62
Ferry,F8 Cockatoo Island,Free Travel,Jan,2019,42
Ferry,F8 Cockatoo Island,Free Travel,Feb,2018,84
Ferry,F8 Cockatoo Island,Free Travel,Feb,2019,61
Ferry,F8 Cockatoo Island,Free Travel,Mar,2018,68
Ferry,F8 Cockatoo Island,Free Travel,Apr,2018,98
Ferry,F8 Cockatoo Island,Free Travel,May,2018,82
Ferry,F8 Cockatoo Island,Free Travel,Jun,2018,57
Ferry,F8 Cockatoo Island,Free Travel,Jul,2018,48
Ferry,F8 Cockatoo Island,Free Travel,Aug,2018,39
Ferry,F8 Cockatoo Island,Free Travel,Sep,2018,43
Ferry,F8 Cockatoo Island,Free Travel,Oct,2018,46
Ferry,F8 Cockatoo Island,Free Travel,Nov,2017,14
Ferry,F8 Cockatoo Island,Free Travel,Nov,2018,43
Ferry,F8 Cockatoo Island,Free Travel,Dec,2017,74
Ferry,F8 Cockatoo Island,Free Travel,Dec,2018,44
Ferry,F8 Cockatoo Island,School Student,Jan,2018,11
Ferry,F8 Cockatoo Island,School Student,Jan,2019,20
Ferry,F8 Cockatoo Island,School Student,Feb,2018,89
Ferry,F8 Cockatoo Island,School Student,Feb,2019,199
Ferry,F8 Cockatoo Island,School Student,Mar,2018,113
Ferry,F8 Cockatoo Island,School Student,Apr,2018,50
Ferry,F8 Cockatoo Island,School Student,May,2018,132
Ferry,F8 Cockatoo Island,School Student,Jun,2018,105
Ferry,F8 Cockatoo Island,School Student,Jul,2018,49
Ferry,F8 Cockatoo Island,School Student,Aug,2018,110
Ferry,F8 Cockatoo Island,School Student,Sep,2018,93
Ferry,F8 Cockatoo Island,School Student,Oct,2018,56
Ferry,F8 Cockatoo Island,School Student,Nov,2017,19
Ferry,F8 Cockatoo Island,School Student,Nov,2018,120
Ferry,F8 Cockatoo Island,School Student,Dec,2017,27
Ferry,F8 Cockatoo Island,School Student,Dec,2018,67
Ferry,F8 Cockatoo Island,Senior/Pensioner,Jan,2018,"8,081"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Jan,2019,"8,748"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Feb,2018,"8,252"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Feb,2019,"8,902"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Mar,2018,"11,060"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Apr,2018,"13,912"
Ferry,F8 Cockatoo Island,Senior/Pensioner,May,2018,"12,620"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Jun,2018,"9,452"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Jul,2018,"8,057"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Aug,2018,"8,086"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Sep,2018,"7,616"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Oct,2018,"7,963"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Nov,2017,"1,536"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Nov,2018,"8,885"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Dec,2017,"7,595"
Ferry,F8 Cockatoo Island,Senior/Pensioner,Dec,2018,"8,097"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Jan,2018,"1,603"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Jan,2019,"1,378"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Feb,2018,"1,442"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Feb,2019,"1,134"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Mar,2018,"2,088"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Apr,2018,"2,408"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,May,2018,"1,788"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Jun,2018,"1,489"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Jul,2018,"1,023"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Aug,2018,995
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Sep,2018,950
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Oct,2018,"1,065"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Nov,2017,205
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Nov,2018,"1,218"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Dec,2017,"1,696"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Adult,Dec,2018,"1,436"
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Jan,2018,581
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Jan,2019,508
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Feb,2018,189
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Feb,2019,184
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Mar,2018,397
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Apr,2018,788
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,May,2018,321
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Jun,2018,435
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Jul,2018,452
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Aug,2018,249
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Sep,2018,246
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Oct,2018,304
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Nov,2017,28
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Nov,2018,195
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Dec,2017,453
Ferry,F8 Cockatoo Island,Sgl Trip Ferry Child/Youth,Dec,2018,428
