ModeOfTransport,Name,Type,Month,Year,PassengerCount
Bus,Outer Sydney Metro Contract 12,Day Pass without SAF,Jan,2019,2
Bus,Outer Sydney Metro Contract 12,Day Pass without SAF,Nov,2018,1
Bus,Unallocated,Adult,Jan,2017,"1,744"
Bus,Unallocated,Adult,Jan,2018,374
Bus,Unallocated,Adult,Jan,2019,575
Bus,Unallocated,Adult,Feb,2017,"1,108"
Bus,Unallocated,Adult,Feb,2018,170
Bus,Unallocated,Adult,Feb,2019,"1,460"
Bus,Unallocated,Adult,Mar,2017,125
Bus,Unallocated,Adult,Mar,2018,786
Bus,Unallocated,Adult,Apr,2017,485
Bus,Unallocated,Adult,Apr,2018,"5,290"
Bus,Unallocated,Adult,May,2017,"1,374"
Bus,Unallocated,Adult,May,2018,"6,277"
Bus,Unallocated,Adult,Jun,2017,471
Bus,Unallocated,Adult,Jun,2018,"5,003"
Bus,Unallocated,Adult,Jul,2016,"10,367"
Bus,Unallocated,Adult,Jul,2017,416
Bus,Unallocated,Adult,Jul,2018,"2,223"
Bus,Unallocated,Adult,Aug,2016,"28,510"
Bus,Unallocated,Adult,Aug,2017,89
Bus,Unallocated,Adult,Aug,2018,"1,849"
Bus,Unallocated,Adult,Sep,2016,"10,337"
Bus,Unallocated,Adult,Sep,2017,358
Bus,Unallocated,Adult,Sep,2018,218
Bus,Unallocated,Adult,Oct,2016,"4,425"
Bus,Unallocated,Adult,Oct,2017,"1,495"
Bus,Unallocated,Adult,Oct,2018,"2,457"
Bus,Unallocated,Adult,Nov,2016,955
Bus,Unallocated,Adult,Nov,2017,636
Bus,Unallocated,Adult,Nov,2018,"3,188"
Bus,Unallocated,Adult,Dec,2016,220
Bus,Unallocated,Adult,Dec,2017,308
Bus,Unallocated,Adult,Dec,2018,775
Bus,Unallocated,Adult Single Bus Trip 1,Aug,2016,1
Bus,Unallocated,Adult Single Bus Trip 2,Aug,2016,1
Bus,Unallocated,Child/Youth,Jan,2017,114
Bus,Unallocated,Child/Youth,Jan,2018,80
Bus,Unallocated,Child/Youth,Jan,2019,42
Bus,Unallocated,Child/Youth,Feb,2017,139
Bus,Unallocated,Child/Youth,Feb,2018,29
Bus,Unallocated,Child/Youth,Feb,2019,115
Bus,Unallocated,Child/Youth,Mar,2017,17
Bus,Unallocated,Child/Youth,Mar,2018,66
Bus,Unallocated,Child/Youth,Apr,2017,41
Bus,Unallocated,Child/Youth,Apr,2018,490
Bus,Unallocated,Child/Youth,May,2017,83
Bus,Unallocated,Child/Youth,May,2018,383
Bus,Unallocated,Child/Youth,Jun,2017,23
Bus,Unallocated,Child/Youth,Jun,2018,229
Bus,Unallocated,Child/Youth,Jul,2016,104
Bus,Unallocated,Child/Youth,Jul,2017,98
Bus,Unallocated,Child/Youth,Jul,2018,143
Bus,Unallocated,Child/Youth,Aug,2016,"1,737"
Bus,Unallocated,Child/Youth,Aug,2017,1
Bus,Unallocated,Child/Youth,Aug,2018,79
Bus,Unallocated,Child/Youth,Sep,2016,528
Bus,Unallocated,Child/Youth,Sep,2017,13
Bus,Unallocated,Child/Youth,Sep,2018,7
Bus,Unallocated,Child/Youth,Oct,2016,456
Bus,Unallocated,Child/Youth,Oct,2017,50
Bus,Unallocated,Child/Youth,Oct,2018,120
Bus,Unallocated,Child/Youth,Nov,2016,46
Bus,Unallocated,Child/Youth,Nov,2017,26
Bus,Unallocated,Child/Youth,Nov,2018,107
Bus,Unallocated,Child/Youth,Dec,2016,39
Bus,Unallocated,Child/Youth,Dec,2017,30
Bus,Unallocated,Child/Youth,Dec,2018,47
Bus,Unallocated,Concession,Jan,2017,128
Bus,Unallocated,Concession,Jan,2018,33
Bus,Unallocated,Concession,Jan,2019,46
Bus,Unallocated,Concession,Feb,2017,165
Bus,Unallocated,Concession,Feb,2018,7
Bus,Unallocated,Concession,Feb,2019,108
Bus,Unallocated,Concession,Mar,2017,21
Bus,Unallocated,Concession,Mar,2018,115
Bus,Unallocated,Concession,Apr,2017,64
Bus,Unallocated,Concession,Apr,2018,692
Bus,Unallocated,Concession,May,2017,89
Bus,Unallocated,Concession,May,2018,908
Bus,Unallocated,Concession,Jun,2017,45
Bus,Unallocated,Concession,Jun,2018,481
Bus,Unallocated,Concession,Jul,2016,"1,275"
Bus,Unallocated,Concession,Jul,2017,55
Bus,Unallocated,Concession,Jul,2018,179
Bus,Unallocated,Concession,Aug,2016,"5,104"
Bus,Unallocated,Concession,Aug,2017,3
Bus,Unallocated,Concession,Aug,2018,174
Bus,Unallocated,Concession,Sep,2016,"1,628"
Bus,Unallocated,Concession,Sep,2017,37
Bus,Unallocated,Concession,Sep,2018,3
Bus,Unallocated,Concession,Oct,2016,454
Bus,Unallocated,Concession,Oct,2017,99
Bus,Unallocated,Concession,Oct,2018,236
Bus,Unallocated,Concession,Nov,2016,97
Bus,Unallocated,Concession,Nov,2017,64
Bus,Unallocated,Concession,Nov,2018,232
Bus,Unallocated,Concession,Dec,2016,21
Bus,Unallocated,Concession,Dec,2017,27
Bus,Unallocated,Concession,Dec,2018,30
Bus,Unallocated,Employee,Jan,2017,6
Bus,Unallocated,Employee,Jan,2019,3
Bus,Unallocated,Employee,Feb,2017,4
Bus,Unallocated,Employee,Feb,2018,1
Bus,Unallocated,Employee,Feb,2019,6
Bus,Unallocated,Employee,Mar,2018,11
Bus,Unallocated,Employee,Apr,2017,3
Bus,Unallocated,Employee,Apr,2018,41
Bus,Unallocated,Employee,May,2017,11
Bus,Unallocated,Employee,May,2018,60
Bus,Unallocated,Employee,Jun,2017,4
Bus,Unallocated,Employee,Jun,2018,41
Bus,Unallocated,Employee,Jul,2016,14
Bus,Unallocated,Employee,Jul,2018,15
Bus,Unallocated,Employee,Aug,2016,16
Bus,Unallocated,Employee,Aug,2018,6
Bus,Unallocated,Employee,Sep,2016,3
Bus,Unallocated,Employee,Sep,2017,1
Bus,Unallocated,Employee,Sep,2018,3
Bus,Unallocated,Employee,Oct,2016,4
Bus,Unallocated,Employee,Oct,2017,5
Bus,Unallocated,Employee,Oct,2018,20
Bus,Unallocated,Employee,Nov,2016,3
Bus,Unallocated,Employee,Nov,2017,3
Bus,Unallocated,Employee,Nov,2018,20
Bus,Unallocated,Employee,Dec,2016,3
Bus,Unallocated,Employee,Dec,2017,3
Bus,Unallocated,Employee,Dec,2018,6
Bus,Unallocated,Free Travel,Jan,2017,2
Bus,Unallocated,Free Travel,Jan,2018,1
Bus,Unallocated,Free Travel,Feb,2017,4
Bus,Unallocated,Free Travel,Feb,2018,1
Bus,Unallocated,Free Travel,Feb,2019,5
Bus,Unallocated,Free Travel,Mar,2018,2
Bus,Unallocated,Free Travel,Apr,2017,1
Bus,Unallocated,Free Travel,Apr,2018,8
Bus,Unallocated,Free Travel,May,2017,1
Bus,Unallocated,Free Travel,May,2018,15
Bus,Unallocated,Free Travel,Jun,2018,7
Bus,Unallocated,Free Travel,Jul,2016,3
Bus,Unallocated,Free Travel,Jul,2018,7
Bus,Unallocated,Free Travel,Aug,2016,6
Bus,Unallocated,Free Travel,Aug,2018,1
Bus,Unallocated,Free Travel,Sep,2016,2
Bus,Unallocated,Free Travel,Oct,2016,4
Bus,Unallocated,Free Travel,Oct,2017,1
Bus,Unallocated,Free Travel,Oct,2018,7
Bus,Unallocated,Free Travel,Nov,2016,2
Bus,Unallocated,Free Travel,Nov,2018,6
Bus,Unallocated,Free Travel,Dec,2016,1
Bus,Unallocated,Free Travel,Dec,2017,1
Bus,Unallocated,Free Travel,Dec,2018,3
Bus,Unallocated,School Student,Jan,2018,3
Bus,Unallocated,School Student,Jan,2019,11
Bus,Unallocated,School Student,Feb,2017,17
Bus,Unallocated,School Student,Feb,2018,31
Bus,Unallocated,School Student,Feb,2019,504
Bus,Unallocated,School Student,Mar,2018,52
Bus,Unallocated,School Student,Apr,2017,27
Bus,Unallocated,School Student,Apr,2018,173
Bus,Unallocated,School Student,May,2017,31
Bus,Unallocated,School Student,May,2018,418
Bus,Unallocated,School Student,Jun,2017,26
Bus,Unallocated,School Student,Jun,2018,263
Bus,Unallocated,School Student,Jul,2016,47
Bus,Unallocated,School Student,Jul,2017,55
Bus,Unallocated,School Student,Jul,2018,170
Bus,Unallocated,School Student,Aug,2016,140
Bus,Unallocated,School Student,Aug,2017,49
Bus,Unallocated,School Student,Aug,2018,163
Bus,Unallocated,School Student,Sep,2016,30
Bus,Unallocated,School Student,Sep,2017,7
Bus,Unallocated,School Student,Sep,2018,1
Bus,Unallocated,School Student,Oct,2016,166
Bus,Unallocated,School Student,Oct,2017,34
Bus,Unallocated,School Student,Oct,2018,136
Bus,Unallocated,School Student,Nov,2016,67
Bus,Unallocated,School Student,Nov,2017,18
Bus,Unallocated,School Student,Nov,2018,163
Bus,Unallocated,School Student,Dec,2016,38
Bus,Unallocated,School Student,Dec,2017,25
Bus,Unallocated,School Student,Dec,2018,11
Bus,Unallocated,Senior/Pensioner,Jan,2017,332
Bus,Unallocated,Senior/Pensioner,Jan,2018,115
Bus,Unallocated,Senior/Pensioner,Jan,2019,100
Bus,Unallocated,Senior/Pensioner,Feb,2017,356
Bus,Unallocated,Senior/Pensioner,Feb,2018,32
Bus,Unallocated,Senior/Pensioner,Feb,2019,547
Bus,Unallocated,Senior/Pensioner,Mar,2017,51
Bus,Unallocated,Senior/Pensioner,Mar,2018,149
Bus,Unallocated,Senior/Pensioner,Apr,2017,110
Bus,Unallocated,Senior/Pensioner,Apr,2018,"1,054"
Bus,Unallocated,Senior/Pensioner,May,2017,214
Bus,Unallocated,Senior/Pensioner,May,2018,"1,287"
Bus,Unallocated,Senior/Pensioner,Jun,2017,56
Bus,Unallocated,Senior/Pensioner,Jun,2018,"1,002"
Bus,Unallocated,Senior/Pensioner,Jul,2016,606
Bus,Unallocated,Senior/Pensioner,Jul,2017,231
Bus,Unallocated,Senior/Pensioner,Jul,2018,454
Bus,Unallocated,Senior/Pensioner,Aug,2016,"5,904"
Bus,Unallocated,Senior/Pensioner,Aug,2017,10
Bus,Unallocated,Senior/Pensioner,Aug,2018,273
Bus,Unallocated,Senior/Pensioner,Sep,2016,"2,417"
Bus,Unallocated,Senior/Pensioner,Sep,2017,39
Bus,Unallocated,Senior/Pensioner,Sep,2018,18
Bus,Unallocated,Senior/Pensioner,Oct,2016,"1,122"
Bus,Unallocated,Senior/Pensioner,Oct,2017,173
Bus,Unallocated,Senior/Pensioner,Oct,2018,505
Bus,Unallocated,Senior/Pensioner,Nov,2016,119
Bus,Unallocated,Senior/Pensioner,Nov,2017,82
Bus,Unallocated,Senior/Pensioner,Nov,2018,594
Bus,Unallocated,Senior/Pensioner,Dec,2016,75
Bus,Unallocated,Senior/Pensioner,Dec,2017,161
Bus,Unallocated,Senior/Pensioner,Dec,2018,348
Bus,Night Ride 10,Adult,Jan,2017,"8,996"
Bus,Night Ride 10,Adult,Jan,2018,"9,098"
Bus,Night Ride 10,Adult,Feb,2017,"7,603"
Bus,Night Ride 10,Adult,Feb,2018,"8,059"
Bus,Night Ride 10,Adult,Mar,2017,"8,408"
Bus,Night Ride 10,Adult,Apr,2017,"8,946"
Bus,Night Ride 10,Adult,May,2017,"8,189"
Bus,Night Ride 10,Adult,Jun,2017,"8,403"
Bus,Night Ride 10,Adult,Jul,2016,"7,737"
Bus,Night Ride 10,Adult,Jul,2017,"8,312"
Bus,Night Ride 10,Adult,Aug,2016,"7,407"
Bus,Night Ride 10,Adult,Aug,2017,"7,578"
Bus,Night Ride 10,Adult,Sep,2016,"7,784"
Bus,Night Ride 10,Adult,Sep,2017,"8,094"
Bus,Night Ride 10,Adult,Oct,2016,"7,777"
Bus,Night Ride 10,Adult,Oct,2017,"9,024"
Bus,Night Ride 10,Adult,Nov,2016,"8,075"
Bus,Night Ride 10,Adult,Nov,2017,"9,330"
Bus,Night Ride 10,Adult,Dec,2016,"9,243"
Bus,Night Ride 10,Adult,Dec,2017,"11,048"
Bus,Night Ride 10,Adult Single Bus Trip 1,Jan,2017,35
Bus,Night Ride 10,Adult Single Bus Trip 1,Jan,2018,8
Bus,Night Ride 10,Adult Single Bus Trip 1,Feb,2017,25
Bus,Night Ride 10,Adult Single Bus Trip 1,Feb,2018,9
Bus,Night Ride 10,Adult Single Bus Trip 1,Mar,2017,20
Bus,Night Ride 10,Adult Single Bus Trip 1,Apr,2017,15
Bus,Night Ride 10,Adult Single Bus Trip 1,May,2017,20
Bus,Night Ride 10,Adult Single Bus Trip 1,Jun,2017,16
Bus,Night Ride 10,Adult Single Bus Trip 1,Jul,2017,9
Bus,Night Ride 10,Adult Single Bus Trip 1,Aug,2016,41
Bus,Night Ride 10,Adult Single Bus Trip 1,Aug,2017,15
Bus,Night Ride 10,Adult Single Bus Trip 1,Sep,2016,18
Bus,Night Ride 10,Adult Single Bus Trip 1,Sep,2017,20
Bus,Night Ride 10,Adult Single Bus Trip 1,Oct,2016,28
Bus,Night Ride 10,Adult Single Bus Trip 1,Oct,2017,15
Bus,Night Ride 10,Adult Single Bus Trip 1,Nov,2016,34
Bus,Night Ride 10,Adult Single Bus Trip 1,Nov,2017,10
Bus,Night Ride 10,Adult Single Bus Trip 1,Dec,2016,48
Bus,Night Ride 10,Adult Single Bus Trip 1,Dec,2017,12
Bus,Night Ride 10,Adult Single Bus Trip 2,Jan,2017,67
Bus,Night Ride 10,Adult Single Bus Trip 2,Jan,2018,33
Bus,Night Ride 10,Adult Single Bus Trip 2,Feb,2017,46
Bus,Night Ride 10,Adult Single Bus Trip 2,Feb,2018,28
Bus,Night Ride 10,Adult Single Bus Trip 2,Mar,2017,36
Bus,Night Ride 10,Adult Single Bus Trip 2,Apr,2017,42
Bus,Night Ride 10,Adult Single Bus Trip 2,May,2017,42
Bus,Night Ride 10,Adult Single Bus Trip 2,Jun,2017,35
Bus,Night Ride 10,Adult Single Bus Trip 2,Jul,2017,25
Bus,Night Ride 10,Adult Single Bus Trip 2,Aug,2016,50
Bus,Night Ride 10,Adult Single Bus Trip 2,Aug,2017,33
Bus,Night Ride 10,Adult Single Bus Trip 2,Sep,2016,44
Bus,Night Ride 10,Adult Single Bus Trip 2,Sep,2017,28
Bus,Night Ride 10,Adult Single Bus Trip 2,Oct,2016,49
Bus,Night Ride 10,Adult Single Bus Trip 2,Oct,2017,27
Bus,Night Ride 10,Adult Single Bus Trip 2,Nov,2016,74
Bus,Night Ride 10,Adult Single Bus Trip 2,Nov,2017,32
Bus,Night Ride 10,Adult Single Bus Trip 2,Dec,2016,56
Bus,Night Ride 10,Adult Single Bus Trip 2,Dec,2017,39
Bus,Night Ride 10,Adult Single Bus Trip 3,Jan,2017,108
Bus,Night Ride 10,Adult Single Bus Trip 3,Jan,2018,57
Bus,Night Ride 10,Adult Single Bus Trip 3,Feb,2017,73
Bus,Night Ride 10,Adult Single Bus Trip 3,Feb,2018,43
Bus,Night Ride 10,Adult Single Bus Trip 3,Mar,2017,57
Bus,Night Ride 10,Adult Single Bus Trip 3,Apr,2017,51
Bus,Night Ride 10,Adult Single Bus Trip 3,May,2017,59
Bus,Night Ride 10,Adult Single Bus Trip 3,Jun,2017,64
Bus,Night Ride 10,Adult Single Bus Trip 3,Jul,2017,66
Bus,Night Ride 10,Adult Single Bus Trip 3,Aug,2016,120
Bus,Night Ride 10,Adult Single Bus Trip 3,Aug,2017,67
Bus,Night Ride 10,Adult Single Bus Trip 3,Sep,2016,111
Bus,Night Ride 10,Adult Single Bus Trip 3,Sep,2017,44
Bus,Night Ride 10,Adult Single Bus Trip 3,Oct,2016,99
Bus,Night Ride 10,Adult Single Bus Trip 3,Oct,2017,43
Bus,Night Ride 10,Adult Single Bus Trip 3,Nov,2016,86
Bus,Night Ride 10,Adult Single Bus Trip 3,Nov,2017,37
Bus,Night Ride 10,Adult Single Bus Trip 3,Dec,2016,97
Bus,Night Ride 10,Adult Single Bus Trip 3,Dec,2017,51
Bus,Night Ride 10,Child/Youth,Jan,2017,184
Bus,Night Ride 10,Child/Youth,Jan,2018,125
Bus,Night Ride 10,Child/Youth,Feb,2017,148
Bus,Night Ride 10,Child/Youth,Feb,2018,145
Bus,Night Ride 10,Child/Youth,Mar,2017,140
Bus,Night Ride 10,Child/Youth,Apr,2017,119
Bus,Night Ride 10,Child/Youth,May,2017,95
Bus,Night Ride 10,Child/Youth,Jun,2017,102
Bus,Night Ride 10,Child/Youth,Jul,2016,71
Bus,Night Ride 10,Child/Youth,Jul,2017,90
Bus,Night Ride 10,Child/Youth,Aug,2016,92
Bus,Night Ride 10,Child/Youth,Aug,2017,76
Bus,Night Ride 10,Child/Youth,Sep,2016,92
Bus,Night Ride 10,Child/Youth,Sep,2017,72
Bus,Night Ride 10,Child/Youth,Oct,2016,104
Bus,Night Ride 10,Child/Youth,Oct,2017,99
Bus,Night Ride 10,Child/Youth,Nov,2016,183
Bus,Night Ride 10,Child/Youth,Nov,2017,148
Bus,Night Ride 10,Child/Youth,Dec,2016,157
Bus,Night Ride 10,Child/Youth,Dec,2017,126
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Jan,2017,2
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Mar,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,May,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Jul,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Aug,2016,4
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Sep,2016,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Sep,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Oct,2017,2
Bus,Night Ride 10,Child/Youth Single Bus Trip 1,Nov,2016,2
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Jan,2018,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Feb,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Feb,2018,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,May,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Jun,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Aug,2016,4
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Sep,2016,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Sep,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Oct,2016,4
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Nov,2016,2
Bus,Night Ride 10,Child/Youth Single Bus Trip 2,Dec,2016,3
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Jan,2017,2
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Mar,2017,2
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Jun,2017,2
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Aug,2016,3
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Oct,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Nov,2016,5
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Nov,2017,1
Bus,Night Ride 10,Child/Youth Single Bus Trip 3,Dec,2016,3
Bus,Night Ride 10,Concession,Jan,2017,543
Bus,Night Ride 10,Concession,Jan,2018,372
Bus,Night Ride 10,Concession,Feb,2017,478
Bus,Night Ride 10,Concession,Feb,2018,434
Bus,Night Ride 10,Concession,Mar,2017,583
Bus,Night Ride 10,Concession,Apr,2017,749
Bus,Night Ride 10,Concession,May,2017,524
Bus,Night Ride 10,Concession,Jun,2017,615
Bus,Night Ride 10,Concession,Jul,2016,604
Bus,Night Ride 10,Concession,Jul,2017,595
Bus,Night Ride 10,Concession,Aug,2016,601
Bus,Night Ride 10,Concession,Aug,2017,529
Bus,Night Ride 10,Concession,Sep,2016,566
Bus,Night Ride 10,Concession,Sep,2017,578
Bus,Night Ride 10,Concession,Oct,2016,569
Bus,Night Ride 10,Concession,Oct,2017,581
Bus,Night Ride 10,Concession,Nov,2016,536
Bus,Night Ride 10,Concession,Nov,2017,569
Bus,Night Ride 10,Concession,Dec,2016,594
Bus,Night Ride 10,Concession,Dec,2017,643
Bus,Night Ride 10,Free Travel,Jan,2018,1
Bus,Night Ride 10,Free Travel,Jun,2017,1
Bus,Night Ride 10,Free Travel,Jul,2016,7
Bus,Night Ride 10,Free Travel,Aug,2016,7
Bus,Night Ride 10,Free Travel,Aug,2017,1
Bus,Night Ride 10,Free Travel,Sep,2016,3
Bus,Night Ride 10,Free Travel,Oct,2016,4
Bus,Night Ride 10,Free Travel,Nov,2016,3
Bus,Night Ride 10,Free Travel,Dec,2016,1
Bus,Night Ride 10,Free Travel,Dec,2017,1
Bus,Night Ride 10,School Student,Feb,2018,1
Bus,Night Ride 10,School Student,Apr,2017,2
Bus,Night Ride 10,School Student,Dec,2017,1
Bus,Night Ride 10,Senior/Pensioner,Jan,2017,316
Bus,Night Ride 10,Senior/Pensioner,Jan,2018,348
Bus,Night Ride 10,Senior/Pensioner,Feb,2017,339
Bus,Night Ride 10,Senior/Pensioner,Feb,2018,392
Bus,Night Ride 10,Senior/Pensioner,Mar,2017,359
Bus,Night Ride 10,Senior/Pensioner,Apr,2017,344
Bus,Night Ride 10,Senior/Pensioner,May,2017,416
Bus,Night Ride 10,Senior/Pensioner,Jun,2017,413
Bus,Night Ride 10,Senior/Pensioner,Jul,2016,292
Bus,Night Ride 10,Senior/Pensioner,Jul,2017,380
Bus,Night Ride 10,Senior/Pensioner,Aug,2016,366
Bus,Night Ride 10,Senior/Pensioner,Aug,2017,353
Bus,Night Ride 10,Senior/Pensioner,Sep,2016,292
Bus,Night Ride 10,Senior/Pensioner,Sep,2017,368
Bus,Night Ride 10,Senior/Pensioner,Oct,2016,354
Bus,Night Ride 10,Senior/Pensioner,Oct,2017,428
Bus,Night Ride 10,Senior/Pensioner,Nov,2016,345
Bus,Night Ride 10,Senior/Pensioner,Nov,2017,404
Bus,Night Ride 10,Senior/Pensioner,Dec,2016,324
Bus,Night Ride 10,Senior/Pensioner,Dec,2017,372
Bus,Night Ride 11,Adult,Jan,2017,"5,745"
Bus,Night Ride 11,Adult,Jan,2018,"6,048"
Bus,Night Ride 11,Adult,Feb,2017,"4,729"
Bus,Night Ride 11,Adult,Feb,2018,"5,540"
Bus,Night Ride 11,Adult,Mar,2017,"5,442"
Bus,Night Ride 11,Adult,Apr,2017,"5,561"
Bus,Night Ride 11,Adult,May,2017,"5,281"
Bus,Night Ride 11,Adult,Jun,2017,"5,351"
Bus,Night Ride 11,Adult,Jul,2016,"5,340"
Bus,Night Ride 11,Adult,Jul,2017,"5,307"
Bus,Night Ride 11,Adult,Aug,2016,"5,230"
Bus,Night Ride 11,Adult,Aug,2017,"5,006"
Bus,Night Ride 11,Adult,Sep,2016,"5,230"
Bus,Night Ride 11,Adult,Sep,2017,"5,193"
Bus,Night Ride 11,Adult,Oct,2016,"5,390"
Bus,Night Ride 11,Adult,Oct,2017,"5,619"
Bus,Night Ride 11,Adult,Nov,2016,"5,682"
Bus,Night Ride 11,Adult,Nov,2017,"6,169"
Bus,Night Ride 11,Adult,Dec,2016,"5,952"
Bus,Night Ride 11,Adult,Dec,2017,"6,693"
Bus,Night Ride 11,Adult Single Bus Trip 1,Jan,2017,11
Bus,Night Ride 11,Adult Single Bus Trip 1,Jan,2018,11
Bus,Night Ride 11,Adult Single Bus Trip 1,Feb,2017,12
Bus,Night Ride 11,Adult Single Bus Trip 1,Feb,2018,10
Bus,Night Ride 11,Adult Single Bus Trip 1,Mar,2017,4
Bus,Night Ride 11,Adult Single Bus Trip 1,Apr,2017,8
Bus,Night Ride 11,Adult Single Bus Trip 1,May,2017,15
Bus,Night Ride 11,Adult Single Bus Trip 1,Jun,2017,5
Bus,Night Ride 11,Adult Single Bus Trip 1,Jul,2017,9
Bus,Night Ride 11,Adult Single Bus Trip 1,Aug,2016,16
Bus,Night Ride 11,Adult Single Bus Trip 1,Aug,2017,3
Bus,Night Ride 11,Adult Single Bus Trip 1,Sep,2016,19
Bus,Night Ride 11,Adult Single Bus Trip 1,Sep,2017,2
Bus,Night Ride 11,Adult Single Bus Trip 1,Oct,2016,24
Bus,Night Ride 11,Adult Single Bus Trip 1,Oct,2017,2
Bus,Night Ride 11,Adult Single Bus Trip 1,Nov,2016,15
Bus,Night Ride 11,Adult Single Bus Trip 1,Nov,2017,12
Bus,Night Ride 11,Adult Single Bus Trip 1,Dec,2016,26
Bus,Night Ride 11,Adult Single Bus Trip 1,Dec,2017,3
Bus,Night Ride 11,Adult Single Bus Trip 2,Jan,2017,49
Bus,Night Ride 11,Adult Single Bus Trip 2,Jan,2018,25
Bus,Night Ride 11,Adult Single Bus Trip 2,Feb,2017,27
Bus,Night Ride 11,Adult Single Bus Trip 2,Feb,2018,15
Bus,Night Ride 11,Adult Single Bus Trip 2,Mar,2017,15
Bus,Night Ride 11,Adult Single Bus Trip 2,Apr,2017,21
Bus,Night Ride 11,Adult Single Bus Trip 2,May,2017,31
Bus,Night Ride 11,Adult Single Bus Trip 2,Jun,2017,13
Bus,Night Ride 11,Adult Single Bus Trip 2,Jul,2017,26
Bus,Night Ride 11,Adult Single Bus Trip 2,Aug,2016,31
Bus,Night Ride 11,Adult Single Bus Trip 2,Aug,2017,11
Bus,Night Ride 11,Adult Single Bus Trip 2,Sep,2016,43
Bus,Night Ride 11,Adult Single Bus Trip 2,Sep,2017,26
Bus,Night Ride 11,Adult Single Bus Trip 2,Oct,2016,31
Bus,Night Ride 11,Adult Single Bus Trip 2,Oct,2017,19
Bus,Night Ride 11,Adult Single Bus Trip 2,Nov,2016,30
Bus,Night Ride 11,Adult Single Bus Trip 2,Nov,2017,20
Bus,Night Ride 11,Adult Single Bus Trip 2,Dec,2016,37
Bus,Night Ride 11,Adult Single Bus Trip 2,Dec,2017,15
Bus,Night Ride 11,Adult Single Bus Trip 3,Jan,2017,82
Bus,Night Ride 11,Adult Single Bus Trip 3,Jan,2018,54
Bus,Night Ride 11,Adult Single Bus Trip 3,Feb,2017,40
Bus,Night Ride 11,Adult Single Bus Trip 3,Feb,2018,52
Bus,Night Ride 11,Adult Single Bus Trip 3,Mar,2017,26
Bus,Night Ride 11,Adult Single Bus Trip 3,Apr,2017,46
Bus,Night Ride 11,Adult Single Bus Trip 3,May,2017,58
Bus,Night Ride 11,Adult Single Bus Trip 3,Jun,2017,37
Bus,Night Ride 11,Adult Single Bus Trip 3,Jul,2017,43
Bus,Night Ride 11,Adult Single Bus Trip 3,Aug,2016,86
Bus,Night Ride 11,Adult Single Bus Trip 3,Aug,2017,42
Bus,Night Ride 11,Adult Single Bus Trip 3,Sep,2016,71
Bus,Night Ride 11,Adult Single Bus Trip 3,Sep,2017,29
Bus,Night Ride 11,Adult Single Bus Trip 3,Oct,2016,62
Bus,Night Ride 11,Adult Single Bus Trip 3,Oct,2017,29
Bus,Night Ride 11,Adult Single Bus Trip 3,Nov,2016,65
Bus,Night Ride 11,Adult Single Bus Trip 3,Nov,2017,34
Bus,Night Ride 11,Adult Single Bus Trip 3,Dec,2016,97
Bus,Night Ride 11,Adult Single Bus Trip 3,Dec,2017,23
Bus,Night Ride 11,Child/Youth,Jan,2017,119
Bus,Night Ride 11,Child/Youth,Jan,2018,93
Bus,Night Ride 11,Child/Youth,Feb,2017,85
Bus,Night Ride 11,Child/Youth,Feb,2018,82
Bus,Night Ride 11,Child/Youth,Mar,2017,79
Bus,Night Ride 11,Child/Youth,Apr,2017,92
Bus,Night Ride 11,Child/Youth,May,2017,46
Bus,Night Ride 11,Child/Youth,Jun,2017,57
Bus,Night Ride 11,Child/Youth,Jul,2016,60
Bus,Night Ride 11,Child/Youth,Jul,2017,69
Bus,Night Ride 11,Child/Youth,Aug,2016,74
Bus,Night Ride 11,Child/Youth,Aug,2017,57
Bus,Night Ride 11,Child/Youth,Sep,2016,48
